message_id,label,date,word_count,sentence_count,char_count,avg_sentence_length,flesch_kincaid_grade
240,ham,2000-02-03,53,4,393,13.25,8.938181818181818
241,ham,2000-02-03,49,4,395,12.25,9.318431372549021
242,ham,2000-02-04,61,7,366,8.714285714285714,7.35160655737705
243,ham,2000-02-04,63,6,323,10.5,6.413237704918036
244,ham,2000-02-04,90,7,505,12.857142857142858,6.648888888888891
245,ham,2000-02-04,212,13,1301,16.307692307692307,8.499056603773585
246,ham,2000-02-04,48,5,259,9.6,3.59416666666667
247,ham,2000-02-04,303,17,1792,17.823529411764707,8.604017857142857
248,ham,2000-02-04,180,10,965,18.0,8.46474301675978
249,ham,2000-02-04,294,25,1732,11.76,4.0025060386473434
250,ham,2000-02-04,94,8,635,11.75,7.182142857142857
251,ham,2000-02-04,332,29,2083,11.448275862068966,8.318868471953579
252,ham,2000-02-04,350,38,2096,9.210526315789474,6.078968503187745
253,ham,2000-02-04,96,13,547,7.384615384615385,4.546602870813398
254,ham,2000-02-04,368,16,2249,23.0,12.104906832298138
255,ham,2000-02-04,80,3,484,26.666666666666668,12.215
256,ham,2000-02-04,57,4,431,14.25,9.880000000000003
257,ham,2000-02-05,466,25,2574,18.64,8.897576040306031
258,ham,2000-02-06,709,31,5212,22.870967741935484,16.727705218617775
259,ham,2000-02-07,67,7,410,9.571428571428571,10.251567164179104
260,ham,2000-02-07,51,4,278,12.75,9.549803921568628
261,ham,2000-02-07,68,4,495,17.0,10.08235294117647
262,ham,2000-02-07,14,1,71,14.0,3.355714285714285
263,ham,2000-02-07,91,3,506,30.333333333333332,17.922126436781614
264,ham,2000-02-07,44,5,244,8.8,4.611818181818183
265,ham,2000-02-07,138,7,913,19.714285714285715,11.817647058823535
266,ham,2000-02-07,42,5,356,8.4,7.677500000000002
267,ham,2000-02-07,68,4,362,17.0,10.429411764705886
268,ham,2000-02-07,172,13,1093,13.23076923076923,10.569955621301776
269,ham,2000-02-07,46,4,354,11.5,7.858333333333331
270,ham,2000-02-08,139,6,790,23.166666666666668,10.168741007194246
271,ham,2000-02-08,133,5,739,26.6,9.724181818181819
272,ham,2000-02-08,46,4,360,11.5,8.841666666666672
273,ham,2000-02-08,75,5,464,15.0,7.8820000000000014
274,ham,2000-02-08,183,8,1275,22.875,18.289865824782954
275,ham,2000-02-08,163,6,968,27.166666666666668,11.512267080745342
276,ham,2000-02-08,47,5,334,9.4,8.841646341463413
277,ham,2000-02-09,74,5,394,14.8,6.560376712328768
278,ham,2000-02-09,132,2,798,66.0,25.553846153846155
279,ham,2000-02-09,54,5,269,10.8,3.6601851851851883
280,ham,2000-02-09,11,1,63,11.0,2.645454545454548
281,ham,2000-02-09,239,5,1556,47.8,25.535930962343105
282,ham,2000-02-09,152,18,897,8.444444444444445,5.428741721854308
283,ham,2000-02-09,47,2,266,23.5,9.64308510638298
284,ham,2000-02-09,3,3,33,1.0,9.180000000000003
285,ham,2000-02-09,296,20,1722,14.8,9.325000000000003
286,ham,2000-02-09,52,4,394,13.0,8.474444444444444
287,ham,2000-02-10,202,7,1302,28.857142857142858,14.852114427860698
288,ham,2000-02-10,128,5,768,25.6,9.51275
289,ham,2000-02-10,91,6,479,15.166666666666666,7.19810989010989
290,ham,2000-02-10,96,11,482,8.727272727272727,3.5167391304347824
291,ham,2000-02-10,44,4,364,11.0,8.346521739130438
292,ham,2000-02-11,176,6,1144,29.333333333333332,11.270454545454545
293,ham,2000-02-11,113,9,623,12.555555555555555,7.717857142857145
294,ham,2000-02-14,96,4,590,24.0,9.749166666666667
295,ham,2000-02-14,418,19,2329,22.0,10.365293522267212
296,ham,2000-02-14,276,12,1680,23.0,9.75463768115942
297,ham,2000-02-14,50,8,263,6.25,3.650000000000002
298,ham,2000-02-14,42,3,223,14.0,8.333333333333332
299,ham,2000-02-14,681,32,3741,21.28125,8.417510616691285
300,ham,2000-02-14,427,28,2063,15.25,4.006694796061886
301,ham,2000-02-14,2825,147,16052,19.217687074829932,8.862556319808167
302,ham,2000-02-14,15,3,87,5.0,3.8550000000000004
303,ham,2000-02-14,46,5,368,9.2,6.5262755102040835
304,ham,2000-02-15,11,5,85,2.2,4.791363636363638
305,ham,2000-02-15,176,5,1082,35.2,17.17890909090909
306,ham,2000-02-15,198,9,1387,22.0,10.332424242424242
307,ham,2000-02-15,120,7,724,17.142857142857142,10.584285714285716
308,ham,2000-02-15,49,3,261,16.333333333333332,8.359591836734698
309,ham,2000-02-16,10,3,55,3.3333333333333335,-0.6599999999999966
310,ham,2000-02-16,117,4,752,29.25,12.606206896551729
311,ham,2000-02-16,151,6,908,25.166666666666668,10.088576158940402
312,ham,2000-02-16,104,7,572,14.857142857142858,6.541960784313726
313,ham,2000-02-16,30,2,146,15.0,5.206666666666667
314,ham,2000-02-16,1177,46,6841,25.58695652173913,11.148982458925314
315,ham,2000-02-16,47,3,237,15.666666666666666,5.081702127659575
316,ham,2000-02-17,224,11,1397,20.363636363636363,8.352981900452491
317,ham,2000-02-17,23,4,128,5.75,3.7732608695652203
318,ham,2000-02-17,251,14,1353,17.928571428571427,8.862755102040815
319,ham,2000-02-17,38,3,203,12.666666666666666,8.277894736842104
320,ham,2000-02-17,79,6,429,13.166666666666666,6.124746835443037
321,ham,2000-02-17,157,2,947,78.5,31.635191082802553
322,ham,2000-02-17,71,5,381,14.2,6.12404929577465
323,ham,2000-02-18,12,1,80,12.0,6.790000000000003
324,ham,2000-02-18,141,8,742,17.625,8.555141843971633
325,ham,2000-02-18,82,6,436,13.666666666666666,4.561951219512196
326,ham,2000-02-18,138,10,1109,13.8,8.186111111111114
327,ham,2000-02-18,107,6,540,17.833333333333332,5.811728971962619
328,ham,2000-02-21,302,27,1778,11.185185185185185,6.81609523809524
329,ham,2000-02-22,213,16,1209,13.3125,9.190926163038839
330,ham,2000-02-22,60,4,472,15.0,9.516666666666666
331,ham,2000-02-22,22,3,103,7.333333333333333,2.3114285714285714
332,ham,2000-02-22,137,6,809,22.833333333333332,8.732518248175186
333,ham,2000-02-22,442,13,2630,34.0,16.10090909090909
334,ham,2000-02-22,221,14,1158,15.785714285714286,7.138119266055046
335,ham,2000-02-22,246,11,1420,22.363636363636363,12.79683673469388
336,ham,2000-02-22,246,15,1707,16.4,7.562346938775509
337,ham,2000-02-22,5,1,32,5.0,9.96
338,ham,2000-02-22,78,5,418,15.6,6.538076923076925
339,ham,2000-02-22,279,30,1756,9.3,6.737310394265233
340,ham,2000-02-22,48,5,372,9.6,6.50406862745098
341,ham,2000-02-23,83,7,489,11.857142857142858,8.228578313253013
342,ham,2000-02-23,71,4,383,17.75,9.428732394366197
343,ham,2000-02-23,38,5,223,7.6,4.5281081081081105
344,ham,2000-02-23,299,29,1934,10.310344827586206,4.949831649831651
345,ham,2000-02-23,147,14,957,10.5,4.398877551020409
346,ham,2000-02-23,65,6,360,10.833333333333334,5.3365384615384635
347,ham,2000-02-23,12,1,83,12.0,9.740000000000002
348,ham,2000-02-23,143,9,818,15.88888888888889,7.536725352112676
349,ham,2000-02-24,92,2,489,46.0,18.493461538461542
350,ham,2000-02-24,58,7,337,8.285714285714286,5.41331034482759
351,ham,2000-02-24,303,16,1751,18.9375,10.474798679867991
352,ham,2000-02-24,95,8,558,11.875,6.595488721804511
353,ham,2000-02-24,285,15,1625,19.0,7.792794486215541
354,ham,2000-02-24,176,11,1102,16.0,8.169454545454549
355,ham,2000-02-24,95,6,555,15.833333333333334,7.6018421052631595
356,ham,2000-02-24,63,5,362,12.6,7.958730158730159
357,ham,2000-02-24,58,6,296,9.666666666666666,5.730517241379314
358,ham,2000-02-24,104,10,494,10.4,2.8862252475247523
359,ham,2000-02-24,50,4,406,12.5,9.323846153846159
360,ham,2000-02-25,50,5,284,10.0,5.089142857142857
361,ham,2000-02-25,14,2,56,7.0,-0.2171428571428553
362,ham,2000-02-25,20,3,110,6.666666666666667,2.9400000000000013
363,ham,2000-02-25,137,9,795,15.222222222222221,7.486812652068128
364,ham,2000-02-25,116,7,596,16.571428571428573,7.717241379310348
365,ham,2000-02-25,41,3,220,13.666666666666666,5.857073170731713
366,ham,2000-02-25,44,4,366,11.0,8.346521739130438
367,ham,2000-02-25,48,4,386,12.0,6.958000000000002
368,ham,2000-02-28,73,4,403,18.25,10.924507042253524
369,ham,2000-02-28,135,9,891,15.0,10.203582089552238
370,ham,2000-02-28,191,9,1259,21.22222222222222,9.769312169312169
371,ham,2000-02-28,120,9,812,13.333333333333334,7.56419117647059
372,ham,2000-02-28,21,2,128,10.5,3.6764285714285734
373,ham,2000-02-28,46,4,366,11.5,6.383333333333336
374,ham,2000-02-28,77,5,499,15.4,7.796044303797469
375,ham,2000-02-29,337,22,1922,15.318181818181818,8.796127819548875
376,ham,2000-02-29,81,7,462,11.571428571428571,8.937876543209878
377,ham,2000-02-29,335,21,1995,15.952380952380953,9.49572959344469
378,ham,2000-02-29,159,3,1010,53.0,21.75379746835443
379,ham,2000-02-29,94,5,468,18.8,6.8058297872340425
380,ham,2000-02-29,605,49,4267,12.346938775510203,6.7723109243697515
381,ham,2000-02-29,113,28,793,4.035714285714286,7.88607142857143
382,ham,2000-02-29,142,11,697,12.909090909090908,3.550134751773051
383,ham,2000-02-29,234,11,1508,21.272727272727273,9.991080764728835
384,ham,2000-03-01,86,7,488,12.285714285714286,7.1485714285714295
385,ham,2000-03-01,32,3,201,10.666666666666666,9.45625
386,ham,2000-03-01,342,18,2349,19.0,8.427662584095224
387,ham,2000-03-01,356,14,2274,25.428571428571427,12.647454728370224
388,ham,2000-03-01,1015,27,6267,37.592592592592595,16.864162561576354
389,ham,2000-03-01,505,21,3227,24.047619047619047,14.07572895957588
390,ham,2000-03-01,183,10,1198,18.3,12.051918032786887
391,ham,2000-03-02,145,7,707,20.714285714285715,6.157912867274568
392,ham,2000-03-02,510,25,2901,20.4,8.98888888888889
393,ham,2000-03-02,260,19,1665,13.68421052631579,7.4014574898785455
394,ham,2000-03-02,53,4,272,13.25,5.326415094339623
395,ham,2000-03-02,17,2,91,8.5,1.6073529411764724
396,ham,2000-03-03,109,6,650,18.166666666666668,10.65646788990826
397,ham,2000-03-03,70,9,423,7.777777777777778,5.986190476190476
398,ham,2000-03-03,50,5,253,10.0,2.9730000000000025
399,ham,2000-03-03,112,5,710,22.4,11.391058558558559
400,ham,2000-03-03,106,7,532,15.142857142857142,6.426274509803921
401,ham,2000-03-03,534,27,3161,19.77777777777778,8.133430393996246
402,ham,2000-03-03,104,8,536,13.0,5.6350549450549465
403,ham,2000-03-03,160,9,955,17.77777777777778,8.094778481012657
404,ham,2000-03-03,175,13,1085,13.461538461538462,6.367913820283764
405,ham,2000-03-03,52,2,289,26.0,11.796153846153846
406,ham,2000-03-03,264,28,1906,9.428571428571429,8.820833333333336
407,ham,2000-03-03,48,5,388,9.6,5.578578431372549
408,ham,2000-03-06,86,4,549,21.5,8.245735294117647
409,ham,2000-03-06,178,11,993,16.181818181818183,7.566045454545456
410,ham,2000-03-06,16,3,99,5.333333333333333,5.967500000000001
411,ham,2000-03-06,144,10,894,14.4,6.383333333333336
412,ham,2000-03-06,87,8,511,10.875,8.828183908045975
413,ham,2000-03-06,110,6,727,18.333333333333332,7.381851851851852
414,ham,2000-03-06,85,8,420,10.625,4.900952380952383
415,ham,2000-03-06,15,1,81,15.0,6.780000000000001
416,ham,2000-03-07,22,1,119,22.0,9.61727272727273
417,ham,2000-03-07,283,23,1830,12.304347826086957,7.860770404271552
418,ham,2000-03-07,47,4,266,11.75,6.628611111111113
419,ham,2000-03-07,221,11,1380,20.09090909090909,11.610795107033642
420,ham,2000-03-07,265,10,1771,26.5,12.457861635220123
421,ham,2000-03-07,229,12,1213,19.083333333333332,8.537496012759174
422,ham,2000-03-07,257,27,1355,9.518518518518519,4.0208380681818205
423,ham,2000-03-07,77,8,533,9.625,8.111103896103902
424,ham,2000-03-08,219,17,1488,12.882352941176471,7.337011255924175
425,ham,2000-03-08,423,51,2777,8.294117647058824,6.014446623360708
426,ham,2000-03-08,109,8,684,13.625,9.898669724770645
427,ham,2000-03-08,17,3,99,5.666666666666667,5.077941176470592
428,ham,2000-03-08,83,7,432,11.857142857142858,3.393321858864031
429,ham,2000-03-10,93,6,448,15.5,4.538870967741939
430,ham,2000-03-10,139,8,724,17.375,6.721501798561153
431,ham,2000-03-10,225,9,1265,25.0,9.683555555555557
432,ham,2000-03-10,387,16,2083,24.1875,9.210566860465118
