message_id,label,date,word_count,unique_word_count,avg_word_length,lexical_diversity,hapax_legomena_ratio
38,ham,1999-12-21,312,160,3.923076923076923,0.5128205128205128,0.3108974358974359
39,ham,1999-12-21,196,130,3.954081632653061,0.6632653061224489,0.4897959183673469
40,ham,1999-12-22,243,137,3.9794238683127574,0.5637860082304527,0.41975308641975306
41,ham,1999-12-22,61,49,5.278688524590164,0.8032786885245902,0.6721311475409836
42,ham,1999-12-22,171,108,4.04093567251462,0.631578947368421,0.47368421052631576
43,ham,1999-12-22,850,344,4.03764705882353,0.4047058823529412,0.22705882352941176
44,ham,1999-12-23,64,48,3.640625,0.75,0.53125
45,ham,1999-12-23,75,46,3.533333333333333,0.6133333333333333,0.28
46,ham,1999-12-23,83,48,3.9156626506024095,0.5783132530120482,0.30120481927710846
47,ham,1999-12-23,21,17,4.190476190476191,0.8095238095238095,0.6190476190476191
48,ham,1999-12-23,206,106,4.300970873786408,0.5145631067961165,0.2912621359223301
49,ham,1999-12-23,55,36,3.618181818181818,0.6545454545454545,0.4
50,ham,1999-12-27,153,97,4.4183006535947715,0.6339869281045751,0.4444444444444444
51,ham,1999-12-27,15,12,4.4,0.8,0.6
52,ham,1999-12-27,259,149,4.756756756756757,0.5752895752895753,0.38996138996138996
53,ham,1999-12-27,401,181,4.097256857855362,0.4513715710723192,0.24937655860349128
54,ham,1999-12-27,40,27,3.9,0.675,0.425
55,ham,1999-12-28,9,7,6.444444444444445,0.7777777777777778,0.5555555555555556
56,ham,1999-12-28,47,30,3.723404255319149,0.6382978723404256,0.3404255319148936
57,ham,1999-12-28,72,51,3.861111111111111,0.7083333333333334,0.5138888888888888
58,ham,1999-12-28,103,65,3.8737864077669903,0.6310679611650486,0.42718446601941745
59,ham,1999-12-28,65,56,3.769230769230769,0.8615384615384616,0.7692307692307693
60,ham,1999-12-28,30,26,4.466666666666667,0.8666666666666667,0.7333333333333333
61,ham,1999-12-28,34,28,4.764705882352941,0.8235294117647058,0.6470588235294118
62,ham,1999-12-28,91,70,4.186813186813187,0.7692307692307693,0.6373626373626373
63,ham,1999-12-29,138,92,4.028985507246377,0.6666666666666666,0.5289855072463768
64,ham,1999-12-29,11,10,4.181818181818182,0.9090909090909091,0.8181818181818182
65,ham,1999-12-29,15,12,4.333333333333333,0.8,0.6
66,ham,1999-12-29,57,48,3.8947368421052633,0.8421052631578947,0.6842105263157895
67,ham,1999-12-29,10,10,4.3,1.0,1.0
68,ham,1999-12-29,111,82,3.720720720720721,0.7387387387387387,0.5675675675675675
69,ham,1999-12-29,257,178,4.6498054474708175,0.6926070038910506,0.5408560311284046
70,ham,1999-12-29,445,258,4.523595505617978,0.5797752808988764,0.4202247191011236
71,ham,1999-12-29,156,105,3.717948717948718,0.6730769230769231,0.46794871794871795
72,ham,1999-12-29,45,39,3.6222222222222222,0.8666666666666667,0.7555555555555555
73,ham,1999-12-30,50,45,4.6,0.9,0.82
74,ham,1999-12-30,62,50,3.967741935483871,0.8064516129032258,0.6451612903225806
75,ham,1999-12-30,62,48,4.274193548387097,0.7741935483870968,0.5806451612903226
76,ham,1999-12-30,167,96,4.203592814371257,0.5748502994011976,0.39520958083832336
77,ham,1999-12-30,169,96,3.5976331360946747,0.5680473372781065,0.3668639053254438
78,ham,1999-12-31,28,28,4.142857142857143,1.0,1.0
79,ham,1999-12-31,573,245,4.450261780104712,0.42757417102966844,0.2513089005235602
80,ham,2000-01-04,48,42,4.5,0.875,0.75
81,ham,2000-01-04,404,175,4.165841584158416,0.43316831683168316,0.25
82,ham,2000-01-04,35,31,3.8,0.8857142857142857,0.7714285714285715
83,ham,2000-01-04,26,24,4.5,0.9230769230769231,0.8461538461538461
84,ham,2000-01-04,73,50,4.287671232876712,0.684931506849315,0.4794520547945205
85,ham,2000-01-04,367,156,3.803814713896458,0.4250681198910082,0.21798365122615804
86,ham,2000-01-04,117,79,4.188034188034188,0.6752136752136753,0.452991452991453
87,ham,2000-01-05,187,109,4.0588235294117645,0.5828877005347594,0.3850267379679144
88,ham,2000-01-05,59,41,3.711864406779661,0.6949152542372882,0.4915254237288136
89,ham,2000-01-05,49,39,4.489795918367347,0.7959183673469388,0.6530612244897959
90,ham,2000-01-05,24,19,3.5833333333333335,0.7916666666666666,0.625
91,ham,2000-01-05,13,11,3.923076923076923,0.8461538461538461,0.6923076923076923
92,ham,2000-01-05,57,40,3.6315789473684212,0.7017543859649122,0.43859649122807015
93,ham,2000-01-05,161,95,4.62111801242236,0.5900621118012422,0.391304347826087
94,ham,2000-01-05,56,43,3.6607142857142856,0.7678571428571429,0.6071428571428571
95,ham,2000-01-05,138,83,4.427536231884058,0.6014492753623188,0.427536231884058
96,ham,2000-01-06,46,41,3.9565217391304346,0.8913043478260869,0.782608695652174
97,ham,2000-01-06,38,35,4.578947368421052,0.9210526315789473,0.8421052631578947
98,ham,2000-01-06,70,51,4.714285714285714,0.7285714285714285,0.5714285714285714
99,ham,2000-01-06,55,37,3.8,0.6727272727272727,0.36363636363636365
100,ham,2000-01-06,49,31,3.6530612244897958,0.6326530612244898,0.2857142857142857
101,ham,2000-01-06,130,101,4.346153846153846,0.7769230769230769,0.6153846153846154
102,ham,2000-01-06,868,308,4.263824884792626,0.3548387096774194,0.20391705069124424
103,ham,2000-01-06,388,208,4.43298969072165,0.5360824742268041,0.3943298969072165
104,ham,2000-01-07,152,79,3.6710526315789473,0.5197368421052632,0.27631578947368424
105,ham,2000-01-07,382,175,4.013089005235602,0.4581151832460733,0.2198952879581152
106,ham,2000-01-07,8,8,4.25,1.0,1.0
107,ham,2000-01-07,30,25,3.8666666666666667,0.8333333333333334,0.7
108,ham,2000-01-07,51,39,4.666666666666667,0.7647058823529411,0.5882352941176471
109,ham,2000-01-07,57,36,3.526315789473684,0.631578947368421,0.2807017543859649
110,ham,2000-01-10,77,58,5.116883116883117,0.7532467532467533,0.6233766233766234
111,ham,2000-01-10,211,129,4.42654028436019,0.6113744075829384,0.44075829383886256
112,ham,2000-01-10,184,114,4.2771739130434785,0.6195652173913043,0.43478260869565216
113,ham,2000-01-10,62,49,5.080645161290323,0.7903225806451613,0.6290322580645161
114,ham,2000-01-10,151,103,4.158940397350993,0.6821192052980133,0.5231788079470199
115,ham,2000-01-10,92,62,3.782608695652174,0.6739130434782609,0.4673913043478261
116,ham,2000-01-10,268,150,4.645522388059701,0.5597014925373134,0.3880597014925373
117,ham,2000-01-10,72,55,4.277777777777778,0.7638888888888888,0.625
118,ham,2000-01-10,22,18,3.3181818181818183,0.8181818181818182,0.6363636363636364
119,ham,2000-01-11,57,47,4.245614035087719,0.8245614035087719,0.6842105263157895
120,ham,2000-01-11,269,115,3.7137546468401488,0.4275092936802974,0.22676579925650558
121,ham,2000-01-11,71,55,3.971830985915493,0.7746478873239436,0.6056338028169014
122,ham,2000-01-11,112,68,4.75,0.6071428571428571,0.4375
123,ham,2000-01-11,406,186,4.25615763546798,0.458128078817734,0.2733990147783251
124,ham,2000-01-11,221,124,4.361990950226244,0.5610859728506787,0.3891402714932127
125,ham,2000-01-11,511,232,4.180039138943249,0.45401174168297453,0.2857142857142857
126,ham,2000-01-11,508,270,4.051181102362205,0.531496062992126,0.38976377952755903
127,ham,2000-01-11,14,13,4.285714285714286,0.9285714285714286,0.8571428571428571
128,ham,2000-01-11,195,130,4.564102564102564,0.6666666666666666,0.4717948717948718
129,ham,2000-01-11,1108,357,4.181407942238267,0.322202166064982,0.18592057761732853
130,ham,2000-01-12,23,19,4.173913043478261,0.8260869565217391,0.6521739130434783
131,ham,2000-01-12,9,9,3.7777777777777777,1.0,1.0
132,ham,2000-01-12,747,208,3.791164658634538,0.2784471218206158,0.13520749665327977
133,ham,2000-01-12,66,51,3.393939393939394,0.7727272727272727,0.6666666666666666
134,ham,2000-01-12,78,60,4.153846153846154,0.7692307692307693,0.5897435897435898
135,ham,2000-01-12,146,92,3.4452054794520546,0.6301369863013698,0.4041095890410959
136,ham,2000-01-12,284,155,3.6971830985915495,0.545774647887324,0.352112676056338
137,ham,2000-01-12,163,98,3.539877300613497,0.6012269938650306,0.43558282208588955
138,ham,2000-01-12,34,32,4.205882352941177,0.9411764705882353,0.8823529411764706
139,ham,2000-01-13,55,44,3.7818181818181817,0.8,0.6909090909090909
140,ham,2000-01-13,120,84,4.233333333333333,0.7,0.5416666666666666
141,ham,2000-01-14,17,13,4.117647058823529,0.7647058823529411,0.5882352941176471
142,ham,2000-01-14,68,60,4.544117647058823,0.8823529411764706,0.7647058823529411
143,ham,2000-01-14,811,213,3.7990135635018496,0.2626387176325524,0.1220715166461159
144,ham,2000-01-16,170,112,4.135294117647059,0.6588235294117647,0.4294117647058823
145,ham,2000-01-17,15,11,4.266666666666667,0.7333333333333333,0.5333333333333333
146,ham,2000-01-17,158,100,3.9746835443037973,0.6329113924050633,0.4430379746835443
147,ham,2000-01-17,308,156,4.295454545454546,0.5064935064935064,0.31493506493506496
148,ham,2000-01-17,388,203,5.729381443298969,0.5231958762886598,0.38917525773195877
149,ham,2000-01-17,53,34,3.641509433962264,0.6415094339622641,0.33962264150943394
150,ham,2000-01-17,39,34,4.794871794871795,0.8717948717948718,0.7948717948717948
151,ham,2000-01-18,333,127,3.4624624624624625,0.3813813813813814,0.26426426426426425
152,ham,2000-01-18,428,162,4.014018691588785,0.37850467289719625,0.2219626168224299
153,ham,2000-01-18,614,220,3.729641693811075,0.3583061889250814,0.21172638436482086
154,ham,2000-01-18,53,33,3.641509433962264,0.6226415094339622,0.3018867924528302
155,ham,2000-01-19,6,6,3.8333333333333335,1.0,1.0
156,ham,2000-01-19,50,42,4.26,0.84,0.72
157,ham,2000-01-19,74,55,4.4324324324324325,0.7432432432432432,0.5675675675675675
158,ham,2000-01-19,622,268,4.498392282958199,0.43086816720257237,0.25562700964630225
159,ham,2000-01-19,89,68,4.146067415730337,0.7640449438202247,0.5955056179775281
160,ham,2000-01-19,246,120,4.219512195121951,0.4878048780487805,0.2967479674796748
161,ham,2000-01-19,53,34,3.6037735849056602,0.6415094339622641,0.3018867924528302
162,ham,2000-01-19,494,232,4.5,0.46963562753036436,0.29554655870445345
163,ham,2000-01-20,988,383,4.295546558704453,0.3876518218623482,0.23684210526315788
164,ham,2000-01-20,43,34,4.674418604651163,0.7906976744186046,0.627906976744186
165,ham,2000-01-20,49,32,3.816326530612245,0.6530612244897959,0.32653061224489793
166,ham,2000-01-20,366,201,4.2076502732240435,0.5491803278688525,0.3797814207650273
167,ham,2000-01-21,49,45,4.204081632653061,0.9183673469387755,0.8367346938775511
168,ham,2000-01-21,331,122,4.02416918429003,0.3685800604229607,0.12386706948640483
169,ham,2000-01-21,55,51,3.909090909090909,0.9272727272727272,0.8545454545454545
170,ham,2000-01-21,119,89,3.7478991596638656,0.7478991596638656,0.6302521008403361
171,ham,2000-01-21,68,47,3.9705882352941178,0.6911764705882353,0.5147058823529411
172,ham,2000-01-21,218,108,4.926605504587156,0.4954128440366973,0.3165137614678899
173,ham,2000-01-21,21,18,4.333333333333333,0.8571428571428571,0.7142857142857143
174,ham,2000-01-21,131,85,4.152671755725191,0.648854961832061,0.46564885496183206
175,ham,2000-01-21,205,120,3.8829268292682926,0.5853658536585366,0.35121951219512193
176,ham,2000-01-24,119,69,3.8151260504201683,0.5798319327731093,0.33613445378151263
177,ham,2000-01-24,157,103,4.382165605095541,0.6560509554140127,0.46496815286624205
178,ham,2000-01-24,363,197,4.650137741046832,0.5426997245179064,0.371900826446281
179,ham,2000-01-24,394,214,4.649746192893401,0.5431472081218274,0.37817258883248733
180,ham,2000-01-24,46,41,4.021739130434782,0.8913043478260869,0.782608695652174
181,ham,2000-01-24,47,30,3.765957446808511,0.6382978723404256,0.3404255319148936
182,ham,2000-01-24,245,121,4.16734693877551,0.49387755102040815,0.3224489795918367
183,ham,2000-01-25,9,9,4.333333333333333,1.0,1.0
184,ham,2000-01-25,15,11,4.266666666666667,0.7333333333333333,0.5333333333333333
185,ham,2000-01-25,167,83,3.467065868263473,0.49700598802395207,0.2874251497005988
186,ham,2000-01-25,64,53,4.375,0.828125,0.734375
187,ham,2000-01-25,45,28,4.866666666666666,0.6222222222222222,0.3333333333333333
188,ham,2000-01-25,169,119,5.201183431952662,0.7041420118343196,0.5325443786982249
189,ham,2000-01-25,46,39,4.565217391304348,0.8478260869565217,0.7608695652173914
190,ham,2000-01-25,27,23,4.2592592592592595,0.8518518518518519,0.7407407407407407
191,ham,2000-01-26,219,105,4.141552511415525,0.4794520547945205,0.2876712328767123
192,ham,2000-01-26,42,38,4.0,0.9047619047619048,0.8333333333333334
193,ham,2000-01-26,56,31,3.892857142857143,0.5535714285714286,0.23214285714285715
194,ham,2000-01-26,47,30,3.6808510638297873,0.6382978723404256,0.3404255319148936
195,ham,2000-01-26,114,84,3.93859649122807,0.7368421052631579,0.5877192982456141
196,ham,2000-01-27,134,91,4.104477611940299,0.6791044776119403,0.44029850746268656
197,ham,2000-01-27,185,108,4.335135135135135,0.5837837837837838,0.40540540540540543
198,ham,2000-01-27,43,30,3.8372093023255816,0.6976744186046512,0.4186046511627907
199,ham,2000-01-28,10,10,3.9,1.0,1.0
200,ham,2000-01-28,52,44,3.980769230769231,0.8461538461538461,0.7307692307692307
201,ham,2000-01-28,47,31,3.978723404255319,0.6595744680851063,0.3404255319148936
202,ham,2000-01-28,209,124,3.478468899521531,0.5933014354066986,0.41626794258373206
203,ham,2000-01-28,83,53,3.963855421686747,0.6385542168674698,0.46987951807228917
204,ham,2000-01-28,47,31,3.893617021276596,0.6595744680851063,0.3617021276595745
205,ham,2000-01-31,107,78,4.261682242990654,0.7289719626168224,0.5981308411214953
206,ham,2000-01-31,77,54,3.935064935064935,0.7012987012987013,0.4805194805194805
207,ham,2000-01-31,68,50,3.838235294117647,0.7352941176470589,0.5735294117647058
208,ham,2000-01-31,24,22,4.583333333333333,0.9166666666666666,0.8333333333333334
209,ham,2000-01-31,170,101,3.735294117647059,0.5941176470588235,0.3764705882352941
210,ham,2000-01-31,105,59,4.0095238095238095,0.5619047619047619,0.3619047619047619
211,ham,2000-01-31,120,89,3.6166666666666667,0.7416666666666667,0.6
212,ham,2000-01-31,56,35,3.9464285714285716,0.625,0.32142857142857145
213,ham,2000-01-31,123,51,3.747967479674797,0.4146341463414634,0.08130081300813008
214,ham,2000-01-31,78,58,4.205128205128205,0.7435897435897436,0.5769230769230769
215,ham,2000-01-31,42,36,5.261904761904762,0.8571428571428571,0.7619047619047619
216,ham,2000-01-31,149,76,4.060402684563758,0.5100671140939598,0.38926174496644295
217,ham,2000-02-01,219,124,3.8127853881278537,0.5662100456621004,0.3515981735159817
218,ham,2000-02-01,233,116,3.630901287553648,0.4978540772532189,0.296137339055794
219,ham,2000-02-01,9,8,4.666666666666667,0.8888888888888888,0.7777777777777778
220,ham,2000-02-01,55,41,4.363636363636363,0.7454545454545455,0.5454545454545454
221,ham,2000-02-01,198,125,3.6363636363636362,0.6313131313131313,0.46464646464646464
222,ham,2000-02-01,60,52,4.066666666666666,0.8666666666666667,0.75
223,ham,2000-02-02,30,26,4.966666666666667,0.8666666666666667,0.7333333333333333
224,ham,2000-02-02,59,48,4.52542372881356,0.8135593220338984,0.6610169491525424
225,ham,2000-02-02,18,14,3.388888888888889,0.7777777777777778,0.5555555555555556
226,ham,2000-02-02,41,27,3.902439024390244,0.6585365853658537,0.34146341463414637
227,ham,2000-02-02,120,89,4.1,0.7416666666666667,0.5666666666666667
228,ham,2000-02-02,879,339,5.270762229806598,0.3856655290102389,0.2445961319681456
229,ham,2000-02-02,447,234,5.682326621923937,0.5234899328859061,0.3825503355704698
230,ham,2000-02-02,334,177,5.586826347305389,0.5299401197604791,0.3502994011976048
231,ham,2000-02-02,51,32,4.0588235294117645,0.6274509803921569,0.3137254901960784
232,ham,2000-02-02,41,32,3.2439024390243905,0.7804878048780488,0.7073170731707317
233,ham,2000-02-03,85,68,3.976470588235294,0.8,0.6941176470588235
234,ham,2000-02-03,92,68,4.239130434782608,0.7391304347826086,0.5978260869565217
235,ham,2000-02-03,165,90,3.8666666666666667,0.5454545454545454,0.34545454545454546
236,ham,2000-02-03,105,71,3.8095238095238093,0.6761904761904762,0.49523809523809526
237,ham,2000-02-03,53,41,3.7735849056603774,0.7735849056603774,0.5849056603773585
238,ham,2000-02-03,182,124,3.4835164835164836,0.6813186813186813,0.521978021978022
239,ham,2000-02-03,513,287,4.290448343079922,0.5594541910331384,0.4269005847953216
240,ham,2000-02-03,53,34,3.5660377358490565,0.6415094339622641,0.3018867924528302
241,ham,2000-02-03,49,33,3.979591836734694,0.673469387755102,0.3673469387755102
242,ham,2000-02-04,61,54,4.524590163934426,0.8852459016393442,0.7704918032786885
243,ham,2000-02-04,63,46,3.9206349206349205,0.7301587301587301,0.5714285714285714
244,ham,2000-02-04,90,68,4.266666666666667,0.7555555555555555,0.6
245,ham,2000-02-04,212,129,4.132075471698113,0.6084905660377359,0.42924528301886794
246,ham,2000-02-04,48,38,3.6666666666666665,0.7916666666666666,0.625
247,ham,2000-02-04,303,149,3.9603960396039604,0.49174917491749176,0.30033003300330036
248,ham,2000-02-04,180,106,4.011111111111111,0.5888888888888889,0.4
249,ham,2000-02-04,294,142,3.7312925170068025,0.48299319727891155,0.2925170068027211
250,ham,2000-02-04,94,69,4.170212765957447,0.7340425531914894,0.5638297872340425
251,ham,2000-02-04,332,164,4.626506024096385,0.4939759036144578,0.3072289156626506
252,ham,2000-02-04,350,171,4.265714285714286,0.48857142857142855,0.3342857142857143
253,ham,2000-02-04,96,70,3.7916666666666665,0.7291666666666666,0.5416666666666666
254,ham,2000-02-04,368,170,4.353260869565218,0.46195652173913043,0.2826086956521739
255,ham,2000-02-04,80,66,4.7375,0.825,0.6875
256,ham,2000-02-04,57,36,3.8421052631578947,0.631578947368421,0.2807017543859649
257,ham,2000-02-05,466,206,4.349785407725322,0.44206008583690987,0.30686695278969955
258,ham,2000-02-06,709,309,5.909732016925247,0.43582510578279265,0.2750352609308886
259,ham,2000-02-07,67,48,4.537313432835821,0.7164179104477612,0.4925373134328358
260,ham,2000-02-07,51,41,4.313725490196078,0.803921568627451,0.6666666666666666
261,ham,2000-02-07,68,50,3.911764705882353,0.7352941176470589,0.5294117647058824
262,ham,2000-02-07,14,10,3.857142857142857,0.7142857142857143,0.42857142857142855
263,ham,2000-02-07,91,70,4.351648351648351,0.7692307692307693,0.6153846153846154
264,ham,2000-02-07,44,35,3.6136363636363638,0.7954545454545454,0.6363636363636364
265,ham,2000-02-07,138,88,4.565217391304348,0.6376811594202898,0.45652173913043476
266,ham,2000-02-07,42,29,3.880952380952381,0.6904761904761905,0.38095238095238093
267,ham,2000-02-07,68,38,3.6029411764705883,0.5588235294117647,0.3088235294117647
268,ham,2000-02-07,172,102,4.965116279069767,0.5930232558139535,0.4011627906976744
269,ham,2000-02-07,46,31,3.4565217391304346,0.6739130434782609,0.3695652173913043
270,ham,2000-02-08,139,96,4.359712230215828,0.6906474820143885,0.5179856115107914
271,ham,2000-02-08,133,76,4.172932330827067,0.5714285714285714,0.43609022556390975
272,ham,2000-02-08,46,31,3.5869565217391304,0.6739130434782609,0.3695652173913043
273,ham,2000-02-08,75,64,4.933333333333334,0.8533333333333334,0.7466666666666667
274,ham,2000-02-08,183,107,5.841530054644808,0.5846994535519126,0.37158469945355194
275,ham,2000-02-08,163,83,4.122699386503068,0.50920245398773,0.27607361963190186
276,ham,2000-02-08,47,30,4.468085106382978,0.6382978723404256,0.48936170212765956
277,ham,2000-02-09,74,55,3.9594594594594597,0.7432432432432432,0.581081081081081
278,ham,2000-02-09,132,77,4.674242424242424,0.5833333333333334,0.4015151515151515
279,ham,2000-02-09,54,43,3.740740740740741,0.7962962962962963,0.6296296296296297
280,ham,2000-02-09,11,11,4.090909090909091,1.0,1.0
281,ham,2000-02-09,239,120,4.292887029288703,0.502092050209205,0.3682008368200837
282,ham,2000-02-09,152,75,4.065789473684211,0.4934210526315789,0.26973684210526316
283,ham,2000-02-09,47,32,4.0,0.6808510638297872,0.425531914893617
284,ham,2000-02-09,3,2,5.0,0.6666666666666666,0.3333333333333333
285,ham,2000-02-09,296,170,4.0574324324324325,0.5743243243243243,0.3885135135135135
286,ham,2000-02-09,52,33,3.7115384615384617,0.6346153846153846,0.3076923076923077
287,ham,2000-02-10,202,109,4.0049504950495045,0.5396039603960396,0.33663366336633666
288,ham,2000-02-10,128,81,3.7109375,0.6328125,0.4140625
289,ham,2000-02-10,91,59,3.6373626373626373,0.6483516483516484,0.4065934065934066
290,ham,2000-02-10,96,73,3.59375,0.7604166666666666,0.6145833333333334
291,ham,2000-02-10,44,30,3.8863636363636362,0.6818181818181818,0.4090909090909091
292,ham,2000-02-11,176,92,3.7670454545454546,0.5227272727272727,0.32386363636363635
293,ham,2000-02-11,113,70,4.256637168141593,0.6194690265486725,0.4424778761061947
294,ham,2000-02-14,96,68,3.65625,0.7083333333333334,0.4895833333333333
295,ham,2000-02-14,418,221,4.430622009569378,0.5287081339712919,0.37320574162679426
296,ham,2000-02-14,276,141,4.199275362318841,0.5108695652173914,0.26811594202898553
297,ham,2000-02-14,50,38,3.64,0.76,0.58
298,ham,2000-02-14,42,38,4.0,0.9047619047619048,0.8095238095238095
299,ham,2000-02-14,681,279,3.9544787077826724,0.40969162995594716,0.2525697503671072
300,ham,2000-02-14,427,220,3.4543325526932085,0.5152224824355972,0.36768149882903983
301,ham,2000-02-14,2825,887,4.126371681415929,0.31398230088495577,0.19575221238938054
302,ham,2000-02-14,15,12,3.933333333333333,0.8,0.6
303,ham,2000-02-14,46,31,3.717391304347826,0.6739130434782609,0.34782608695652173
304,ham,2000-02-15,11,10,4.545454545454546,0.9090909090909091,0.8181818181818182
305,ham,2000-02-15,176,114,4.926136363636363,0.6477272727272727,0.45454545454545453
306,ham,2000-02-15,198,94,4.333333333333333,0.47474747474747475,0.23737373737373738
307,ham,2000-02-15,120,91,4.758333333333334,0.7583333333333333,0.5916666666666667
308,ham,2000-02-15,49,41,3.938775510204082,0.8367346938775511,0.6938775510204082
309,ham,2000-02-16,10,10,3.8,1.0,1.0
310,ham,2000-02-16,117,78,3.7777777777777777,0.6666666666666666,0.4444444444444444
311,ham,2000-02-16,151,89,3.8543046357615895,0.5894039735099338,0.3841059602649007
312,ham,2000-02-16,104,78,4.201923076923077,0.75,0.5961538461538461
313,ham,2000-02-16,30,28,3.566666666666667,0.9333333333333333,0.8666666666666667
314,ham,2000-02-16,1177,288,4.02803738317757,0.24468988954970264,0.11809685641461343
315,ham,2000-02-16,47,36,3.425531914893617,0.7659574468085106,0.574468085106383
316,ham,2000-02-17,224,130,3.8660714285714284,0.5803571428571429,0.3705357142857143
317,ham,2000-02-17,23,23,4.086956521739131,1.0,1.0
318,ham,2000-02-17,251,139,4.115537848605578,0.5537848605577689,0.3904382470119522
319,ham,2000-02-17,38,36,4.157894736842105,0.9473684210526315,0.8947368421052632
320,ham,2000-02-17,79,51,4.063291139240507,0.6455696202531646,0.379746835443038
321,ham,2000-02-17,157,63,4.477707006369426,0.4012738853503185,0.17834394904458598
322,ham,2000-02-17,71,61,3.788732394366197,0.8591549295774648,0.7464788732394366
323,ham,2000-02-18,12,8,5.583333333333333,0.6666666666666666,0.3333333333333333
324,ham,2000-02-18,141,76,3.702127659574468,0.5390070921985816,0.2978723404255319
325,ham,2000-02-18,82,62,3.9390243902439024,0.7560975609756098,0.6219512195121951
326,ham,2000-02-18,138,46,3.7681159420289854,0.3333333333333333,0.07971014492753623
327,ham,2000-02-18,107,58,3.364485981308411,0.5420560747663551,0.3364485981308411
328,ham,2000-02-21,302,175,4.374172185430464,0.5794701986754967,0.41721854304635764
329,ham,2000-02-22,213,110,4.389671361502347,0.5164319248826291,0.29107981220657275
330,ham,2000-02-22,60,44,4.483333333333333,0.7333333333333333,0.55
331,ham,2000-02-22,22,18,3.3636363636363638,0.8181818181818182,0.6363636363636364
332,ham,2000-02-22,137,86,3.72992700729927,0.6277372262773723,0.39416058394160586
333,ham,2000-02-22,442,198,4.219457013574661,0.4479638009049774,0.2692307692307692
334,ham,2000-02-22,221,139,3.8642533936651584,0.6289592760180995,0.45248868778280543
335,ham,2000-02-22,246,131,4.556910569105691,0.532520325203252,0.34959349593495936
336,ham,2000-02-22,246,102,4.024390243902439,0.4146341463414634,0.21951219512195122
337,ham,2000-02-22,5,5,5.2,1.0,1.0
338,ham,2000-02-22,78,64,3.782051282051282,0.8205128205128205,0.6666666666666666
339,ham,2000-02-22,279,180,4.637992831541219,0.6451612903225806,0.4982078853046595
340,ham,2000-02-22,48,32,3.6041666666666665,0.6666666666666666,0.3333333333333333
