email_id,label,word_count,sentence_count,avg_sentence_length,flesch_kincaid_grade,lexical_diversity
email_161,ai_phish,81,6,13.5,13.685128205128205,0.691358024691358
email_162,ai_phish,81,6,13.5,12.626153846153848,0.7407407407407407
email_163,ai_phish,89,6,14.833333333333334,13.874418604651165,0.6966292134831461
email_165,ai_phish,81,6,13.5,13.382564102564103,0.7407407407407407
email_166,ai_phish,78,6,13.0,14.143666666666665,0.717948717948718
email_167,ai_phish,81,6,13.5,12.626153846153848,0.7407407407407407
email_168,ai_phish,80,6,13.333333333333334,13.474740259740262,0.725
email_17,ai_phish,148,9,16.444444444444443,14.608669275929554,0.5608108108108109
email_170,ai_phish,87,6,14.5,13.750952380952384,0.6781609195402298
email_171,ai_phish,77,6,12.833333333333334,13.298378378378377,0.7142857142857143
email_172,ai_phish,84,6,14.0,13.85771604938272,0.7023809523809523
email_173,ai_phish,86,6,14.333333333333334,14.115843373493977,0.6976744186046512
email_175,ai_phish,80,6,13.333333333333334,13.168246753246759,0.7125
email_176,ai_phish,78,6,13.0,13.829000000000004,0.717948717948718
email_177,ai_phish,75,6,12.5,13.345555555555556,0.72
email_178,ai_phish,81,6,13.5,13.533846153846156,0.7037037037037037
email_179,ai_phish,80,6,13.333333333333334,11.789025974025979,0.7375
email_18,ai_phish,141,9,15.666666666666666,16.688098663926002,0.5815602836879432
email_180,ai_phish,80,6,13.333333333333334,13.321493506493507,0.7375
email_181,ai_phish,81,6,13.5,13.533846153846156,0.691358024691358
email_182,ai_phish,81,6,13.5,12.626153846153848,0.7407407407407407
email_183,ai_phish,89,6,14.833333333333334,13.874418604651165,0.6966292134831461
email_185,ai_phish,81,6,13.5,13.382564102564103,0.7407407407407407
email_186,ai_phish,78,6,13.0,14.301000000000002,0.717948717948718
email_187,ai_phish,81,6,13.5,12.7774358974359,0.7407407407407407
email_188,ai_phish,82,6,13.666666666666666,13.294367088607597,0.7195121951219512
email_19,ai_phish,134,9,14.88888888888889,15.632467532467537,0.5895522388059702
email_190,ai_phish,93,6,15.5,16.351111111111116,0.7311827956989247
email_191,ai_phish,91,6,15.166666666666666,12.65727272727273,0.6703296703296703
email_192,ai_phish,90,6,15.0,13.665000000000003,0.7111111111111111
email_193,ai_phish,92,6,15.333333333333334,14.614425287356323,0.6956521739130435
email_195,ai_phish,93,6,15.5,14.646666666666672,0.7096774193548387
email_196,ai_phish,87,6,14.5,14.593809523809526,0.6666666666666666
email_197,ai_phish,93,5,18.6,15.030000000000001,0.6881720430107527
email_198,ai_phish,91,6,15.166666666666666,13.595909090909089,0.7142857142857143
email_2,ai_phish,145,10,14.5,13.908522727272732,0.5793103448275863
email_20,ai_phish,148,9,16.444444444444443,14.93195694716243,0.6013513513513513
email_200,ai_phish,88,6,14.666666666666666,14.090294117647058,0.6818181818181818
email_201,ai_phish,85,6,14.166666666666666,13.483902439024394,0.6352941176470588
email_202,ai_phish,92,6,15.333333333333334,13.927584269662919,0.6847826086956522
email_203,ai_phish,90,6,15.0,14.645588235294124,0.6888888888888889
email_205,ai_phish,93,6,15.5,14.908888888888892,0.7096774193548387
email_206,ai_phish,87,6,14.5,14.593809523809526,0.6666666666666666
email_207,ai_phish,93,5,18.6,15.161111111111111,0.6881720430107527
email_208,ai_phish,91,6,15.166666666666666,13.595909090909089,0.7252747252747253
email_21,ai_phish,142,9,15.777777777777779,17.917142857142853,0.6197183098591549
email_210,ai_phish,89,6,14.833333333333334,16.618604651162794,0.7415730337078652
email_211,ai_phish,89,6,14.833333333333334,14.286046511627909,0.6853932584269663
email_212,ai_phish,90,6,15.0,14.343160919540232,0.6444444444444445
email_213,ai_phish,93,6,15.5,15.60727272727273,0.6774193548387096
email_215,ai_phish,89,6,14.833333333333334,15.52093023255814,0.7415730337078652
email_216,ai_phish,82,6,13.666666666666666,15.833607594936712,0.6951219512195121
email_217,ai_phish,87,6,14.5,14.172380952380951,0.6666666666666666
email_218,ai_phish,93,6,15.5,14.384444444444444,0.6881720430107527
email_22,ai_phish,150,9,16.666666666666668,15.139498069498071,0.5933333333333334
email_220,ai_phish,87,6,14.5,17.122380952380954,0.735632183908046
email_221,ai_phish,89,6,14.833333333333334,14.286046511627909,0.6853932584269663
email_222,ai_phish,90,6,15.0,14.343160919540232,0.6444444444444445
email_223,ai_phish,93,6,15.5,15.60727272727273,0.6774193548387096
email_225,ai_phish,89,6,14.833333333333334,15.52093023255814,0.7415730337078652
email_226,ai_phish,82,6,13.666666666666666,15.833607594936712,0.6951219512195121
email_227,ai_phish,87,6,14.5,14.172380952380951,0.6666666666666666
email_228,ai_phish,93,6,15.5,14.384444444444444,0.6881720430107527
email_23,ai_phish,150,10,15.0,16.0222972972973,0.5533333333333333
email_230,ai_phish,87,6,14.5,17.122380952380954,0.735632183908046
email_231,ai_phish,89,6,14.833333333333334,14.286046511627909,0.6853932584269663
email_232,ai_phish,90,6,15.0,14.343160919540232,0.6444444444444445
email_233,ai_phish,93,6,15.5,15.60727272727273,0.6774193548387096
email_235,ai_phish,89,6,14.833333333333334,15.52093023255814,0.7415730337078652
email_236,ai_phish,82,6,13.666666666666666,15.833607594936712,0.6951219512195121
email_237,ai_phish,87,6,14.5,14.172380952380951,0.6666666666666666
email_238,ai_phish,93,6,15.5,14.384444444444444,0.6881720430107527
email_24,ai_phish,137,9,15.222222222222221,15.618835978835982,0.5766423357664233
email_240,ai_phish,86,6,14.333333333333334,15.577142857142857,0.7325581395348837
email_241,ai_phish,88,6,14.666666666666666,13.462790697674421,0.6818181818181818
email_242,ai_phish,89,6,14.833333333333334,13.665000000000003,0.6404494382022472
email_243,ai_phish,92,6,15.333333333333334,14.936818181818179,0.6739130434782609
email_245,ai_phish,88,6,14.666666666666666,15.246511627906976,0.7386363636363636
email_246,ai_phish,81,6,13.5,14.937405063291141,0.691358024691358
email_247,ai_phish,86,6,14.333333333333334,13.048571428571432,0.6627906976744186
email_248,ai_phish,92,6,15.333333333333334,14.122222222222224,0.6847826086956522
email_25,ai_phish,150,9,16.666666666666668,16.0165250965251,0.5333333333333333
email_250,ai_phish,86,6,14.333333333333334,15.717619047619053,0.7325581395348837
email_251,ai_phish,88,6,14.666666666666666,13.325581395348838,0.6818181818181818
email_252,ai_phish,89,6,14.833333333333334,13.665000000000003,0.6404494382022472
email_253,ai_phish,92,6,15.333333333333334,14.802727272727271,0.6739130434782609
email_255,ai_phish,88,6,14.666666666666666,15.109302325581396,0.7386363636363636
email_256,ai_phish,81,6,13.5,14.937405063291141,0.691358024691358
email_257,ai_phish,86,6,14.333333333333334,13.048571428571432,0.6627906976744186
email_258,ai_phish,92,6,15.333333333333334,14.515555555555558,0.6847826086956522
email_26,ai_phish,140,9,15.555555555555555,14.929006211180123,0.5857142857142857
email_260,ai_phish,86,6,14.333333333333334,15.577142857142857,0.7325581395348837
email_261,ai_phish,88,6,14.666666666666666,13.462790697674421,0.6818181818181818
email_262,ai_phish,89,6,14.833333333333334,13.665000000000003,0.6404494382022472
email_263,ai_phish,92,6,15.333333333333334,14.936818181818179,0.6739130434782609
email_265,ai_phish,88,6,14.666666666666666,15.246511627906976,0.7386363636363636
email_266,ai_phish,81,6,13.5,14.937405063291141,0.691358024691358
email_267,ai_phish,86,6,14.333333333333334,13.048571428571432,0.6627906976744186
email_268,ai_phish,92,6,15.333333333333334,14.515555555555558,0.6847826086956522
email_27,ai_phish,143,10,14.3,14.297934397163125,0.5734265734265734
email_270,ai_phish,86,6,14.333333333333334,15.577142857142857,0.7325581395348837
email_271,ai_phish,88,6,14.666666666666666,13.462790697674421,0.6818181818181818
email_272,ai_phish,89,6,14.833333333333334,13.665000000000003,0.6404494382022472
email_273,ai_phish,92,6,15.333333333333334,14.936818181818179,0.6739130434782609
email_275,ai_phish,88,6,14.666666666666666,15.246511627906976,0.7386363636363636
email_276,ai_phish,81,6,13.5,14.937405063291141,0.691358024691358
email_277,ai_phish,86,6,14.333333333333334,13.048571428571432,0.6627906976744186
email_278,ai_phish,92,6,15.333333333333334,14.515555555555558,0.6847826086956522
email_28,ai_phish,144,9,16.0,16.253822937625753,0.5833333333333334
email_280,ai_phish,86,6,14.333333333333334,15.577142857142857,0.7325581395348837
email_281,ai_phish,88,6,14.666666666666666,13.462790697674421,0.6818181818181818
email_282,ai_phish,89,6,14.833333333333334,13.665000000000003,0.6404494382022472
email_283,ai_phish,92,6,15.333333333333334,14.936818181818179,0.6739130434782609
email_285,ai_phish,88,6,14.666666666666666,15.246511627906976,0.7386363636363636
email_286,ai_phish,81,6,13.5,14.937405063291141,0.691358024691358
email_287,ai_phish,86,6,14.333333333333334,13.048571428571432,0.6627906976744186
email_288,ai_phish,92,6,15.333333333333334,14.515555555555558,0.6847826086956522
email_29,ai_phish,140,9,15.555555555555555,13.9884265010352,0.5714285714285714
email_290,ai_phish,86,6,14.333333333333334,15.577142857142857,0.7325581395348837
email_291,ai_phish,88,6,14.666666666666666,13.462790697674421,0.6818181818181818
email_292,ai_phish,89,6,14.833333333333334,13.665000000000003,0.6404494382022472
email_293,ai_phish,92,6,15.333333333333334,14.936818181818179,0.6739130434782609
email_295,ai_phish,88,6,14.666666666666666,15.246511627906976,0.7386363636363636
email_296,ai_phish,81,6,13.5,14.937405063291141,0.691358024691358
email_297,ai_phish,86,6,14.333333333333334,13.048571428571432,0.6627906976744186
email_298,ai_phish,92,6,15.333333333333334,14.515555555555558,0.6847826086956522
email_3,ai_phish,144,9,16.0,16.253822937625753,0.5833333333333334
email_30,ai_phish,136,9,15.11111111111111,16.268251599147124,0.6029411764705882
email_300,ai_phish,86,6,14.333333333333334,15.577142857142857,0.7325581395348837
email_301,ai_phish,88,6,14.666666666666666,13.462790697674421,0.6818181818181818
email_302,ai_phish,89,6,14.833333333333334,13.665000000000003,0.6404494382022472
email_303,ai_phish,92,6,15.333333333333334,14.936818181818179,0.6739130434782609
email_305,ai_phish,88,6,14.666666666666666,15.246511627906976,0.7386363636363636
email_306,ai_phish,81,6,13.5,14.937405063291141,0.691358024691358
email_307,ai_phish,86,6,14.333333333333334,13.048571428571432,0.6627906976744186
email_308,ai_phish,92,6,15.333333333333334,14.515555555555558,0.6847826086956522
email_31,ai_phish,141,9,15.666666666666666,14.480904419321686,0.6170212765957447
email_310,ai_phish,86,6,14.333333333333334,15.577142857142857,0.7325581395348837
email_311,ai_phish,88,6,14.666666666666666,13.462790697674421,0.6818181818181818
email_312,ai_phish,89,6,14.833333333333334,13.665000000000003,0.6404494382022472
email_313,ai_phish,92,6,15.333333333333334,14.936818181818179,0.6739130434782609
email_315,ai_phish,88,6,14.666666666666666,15.246511627906976,0.7386363636363636
email_316,ai_phish,81,6,13.5,14.937405063291141,0.691358024691358
email_317,ai_phish,86,6,14.333333333333334,13.048571428571432,0.6627906976744186
email_318,ai_phish,92,6,15.333333333333334,14.515555555555558,0.6847826086956522
email_32,ai_phish,130,9,14.444444444444445,15.786741071428573,0.6076923076923076
email_320,ai_phish,80,6,13.333333333333334,14.441538461538464,0.725
email_321,ai_phish,85,6,14.166666666666666,13.120662650602409,0.7058823529411765
email_322,ai_phish,89,6,14.833333333333334,14.071896551724137,0.6404494382022472
email_323,ai_phish,89,6,14.833333333333334,14.92323529411765,0.6853932584269663
email_325,ai_phish,81,6,13.5,15.833607594936712,0.7160493827160493
email_326,ai_phish,81,6,13.5,14.937405063291141,0.691358024691358
email_327,ai_phish,86,6,14.333333333333334,13.18904761904762,0.6627906976744186
email_328,ai_phish,90,6,15.0,14.534545454545459,0.6888888888888889
email_33,ai_phish,134,9,14.88888888888889,15.900649350649353,0.6119402985074627
email_330,ai_phish,89,6,14.833333333333334,14.614425287356323,0.7078651685393258
email_331,ai_phish,90,6,15.0,13.99818181818182,0.6666666666666666
email_332,ai_phish,103,6,17.166666666666668,14.69183168316832,0.6504854368932039
email_333,ai_phish,97,6,16.166666666666668,15.958225806451612,0.6907216494845361
email_335,ai_phish,83,6,13.833333333333334,15.605864197530867,0.7590361445783133
email_336,ai_phish,83,6,13.833333333333334,13.85771604938272,0.6746987951807228
email_337,ai_phish,92,6,15.333333333333334,13.335555555555558,0.6304347826086957
email_338,ai_phish,88,6,14.666666666666666,16.139047619047624,0.7159090909090909
email_34,ai_phish,153,9,17.0,15.328817407757807,0.5686274509803921
email_340,ai_phish,93,6,15.5,15.481043956043958,0.7204301075268817
email_341,ai_phish,93,6,15.5,13.146978021978022,0.6881720430107527
email_342,ai_phish,103,6,17.166666666666668,16.21064356435644,0.6504854368932039
email_343,ai_phish,97,6,16.166666666666668,15.19693548387097,0.6804123711340206
email_345,ai_phish,83,6,13.833333333333334,15.460185185185185,0.7590361445783133
email_346,ai_phish,83,6,13.833333333333334,13.566358024691361,0.6867469879518072
email_347,ai_phish,92,6,15.333333333333334,13.466666666666669,0.6304347826086957
email_348,ai_phish,88,6,14.666666666666666,15.15571428571429,0.7159090909090909
email_35,ai_phish,140,9,15.555555555555555,15.69857142857143,0.5857142857142857
email_350,ai_phish,98,6,16.333333333333332,15.35625,0.6938775510204082
email_351,ai_phish,95,6,15.833333333333334,15.577580645161287,0.6631578947368421
email_352,ai_phish,105,6,17.5,14.246747572815536,0.6476190476190476
email_353,ai_phish,97,6,16.166666666666668,16.21198924731183,0.6804123711340206
email_355,ai_phish,81,6,13.5,15.385506329113927,0.7654320987654321
email_356,ai_phish,83,6,13.833333333333334,14.149074074074075,0.6746987951807228
email_357,ai_phish,92,6,15.333333333333334,13.728888888888893,0.6304347826086957
email_358,ai_phish,88,6,14.666666666666666,16.139047619047624,0.7159090909090909
email_36,ai_phish,135,9,15.0,15.597443609022559,0.5851851851851851
email_360,ai_phish,93,6,15.5,14.962362637362638,0.6989247311827957
email_361,ai_phish,91,6,15.166666666666666,13.66241573033708,0.6813186813186813
email_362,ai_phish,103,6,17.166666666666668,16.09381188118812,0.6504854368932039
email_363,ai_phish,97,6,16.166666666666668,15.19693548387097,0.6804123711340206
email_365,ai_phish,83,6,13.833333333333334,15.460185185185185,0.7590361445783133
email_366,ai_phish,83,6,13.833333333333334,13.566358024691361,0.6867469879518072
email_367,ai_phish,92,6,15.333333333333334,13.466666666666669,0.6304347826086957
email_368,ai_phish,88,6,14.666666666666666,15.15571428571429,0.7159090909090909
email_37,ai_phish,151,10,15.1,15.748917785234905,0.5695364238410596
email_370,ai_phish,98,6,16.333333333333332,15.970833333333335,0.7346938775510204
email_371,ai_phish,92,6,15.333333333333334,13.991111111111113,0.6956521739130435
email_372,ai_phish,96,6,16.0,14.496595744680853,0.6770833333333334
email_373,ai_phish,87,6,14.5,15.25319277108434,0.735632183908046
email_375,ai_phish,85,6,14.166666666666666,14.258012048192771,0.7411764705882353
email_376,ai_phish,87,6,14.5,13.951470588235292,0.6206896551724138
email_377,ai_phish,93,6,15.5,13.665659340659342,0.6344086021505376
email_378,ai_phish,94,6,15.666666666666666,15.302222222222227,0.7127659574468085
email_38,ai_phish,133,9,14.777777777777779,15.93910577971647,0.5864661654135338
email_380,ai_phish,89,6,14.833333333333334,15.292586206896551,0.7078651685393258
email_381,ai_phish,90,6,15.0,13.864090909090908,0.6666666666666666
email_382,ai_phish,92,6,15.333333333333334,14.908888888888892,0.6739130434782609
email_383,ai_phish,87,6,14.5,15.25319277108434,0.735632183908046
email_385,ai_phish,85,6,14.166666666666666,14.258012048192771,0.7411764705882353
email_386,ai_phish,87,6,14.5,13.951470588235292,0.6206896551724138
email_387,ai_phish,93,6,15.5,13.665659340659342,0.6344086021505376
email_388,ai_phish,94,6,15.666666666666666,15.302222222222227,0.7127659574468085
email_39,ai_phish,141,9,15.666666666666666,14.480904419321686,0.6170212765957447
email_390,ai_phish,93,6,15.5,15.092032967032967,0.7096774193548387
email_391,ai_phish,93,6,15.5,14.314010989010988,0.6344086021505376
email_392,ai_phish,96,6,16.0,14.622127659574467,0.6666666666666666
email_393,ai_phish,87,6,14.5,15.25319277108434,0.7126436781609196
email_395,ai_phish,83,6,13.833333333333334,14.731790123456793,0.7469879518072289
email_396,ai_phish,87,6,14.5,13.951470588235292,0.6206896551724138
email_397,ai_phish,94,6,15.666666666666666,13.733478260869568,0.6382978723404256
email_398,ai_phish,94,6,15.666666666666666,15.302222222222227,0.7127659574468085
email_4,ai_phish,142,9,15.777777777777779,14.040000000000003,0.5915492957746479
email_40,ai_phish,130,9,14.444444444444445,15.786741071428573,0.6076923076923076
email_400,ai_phish,98,6,16.333333333333332,13.881250000000005,0.6836734693877551
email_401,ai_phish,94,6,15.666666666666666,15.272608695652178,0.6808510638297872
email_402,ai_phish,96,6,16.0,14.496595744680853,0.6979166666666666
email_403,ai_phish,97,6,16.166666666666668,15.577580645161287,0.6804123711340206
email_405,ai_phish,85,6,14.166666666666666,15.964036144578316,0.7411764705882353
email_406,ai_phish,93,6,15.5,14.70302197802198,0.6559139784946236
email_407,ai_phish,93,6,15.5,13.276648351648351,0.6344086021505376
email_408,ai_phish,93,6,15.5,14.988258426966294,0.7096774193548387
email_41,ai_phish,60,8,7.5,5.880000000000003,0.7666666666666667
email_410,ai_phish,98,6,16.333333333333332,13.881250000000005,0.6836734693877551
email_411,ai_phish,94,6,15.666666666666666,15.272608695652178,0.6808510638297872
email_412,ai_phish,96,6,16.0,14.496595744680853,0.6979166666666666
email_413,ai_phish,97,6,16.166666666666668,15.577580645161287,0.6804123711340206
email_415,ai_phish,85,6,14.166666666666666,15.964036144578316,0.7411764705882353
email_416,ai_phish,93,6,15.5,14.70302197802198,0.6559139784946236
email_417,ai_phish,93,6,15.5,13.276648351648351,0.6344086021505376
email_418,ai_phish,93,6,15.5,14.988258426966294,0.7096774193548387
email_42,ai_phish,37,7,5.285714285714286,7.713928571428575,0.8648648648648649
email_420,ai_phish,104,6,17.333333333333332,15.565490196078432,0.6923076923076923
email_421,ai_phish,99,6,16.5,13.706752577319588,0.6767676767676768
email_422,ai_phish,98,6,16.333333333333332,15.233333333333338,0.6530612244897959
email_423,ai_phish,93,6,15.5,14.59050561797753,0.6989247311827957
email_425,ai_phish,85,6,14.166666666666666,13.973674698795183,0.7529411764705882
email_426,ai_phish,89,6,14.833333333333334,14.343160919540232,0.6179775280898876
email_427,ai_phish,97,6,16.166666666666668,13.812368421052632,0.6185567010309279
email_428,ai_phish,85,6,14.166666666666666,15.897222222222226,0.7058823529411765
email_43,ai_phish,33,6,5.5,9.509919354838711,0.9090909090909091
email_430,ai_phish,107,6,17.833333333333332,16.63309523809524,0.6635514018691588
email_431,ai_phish,99,6,16.5,13.463453608247423,0.6767676767676768
email_432,ai_phish,98,6,16.333333333333332,15.725000000000005,0.6530612244897959
email_433,ai_phish,93,6,15.5,14.855674157303376,0.6989247311827957
email_435,ai_phish,85,6,14.166666666666666,14.258012048192771,0.7529411764705882
email_436,ai_phish,89,6,14.833333333333334,14.614425287356323,0.6179775280898876
email_437,ai_phish,97,6,16.166666666666668,14.060789473684213,0.6185567010309279
email_438,ai_phish,85,6,14.166666666666666,16.188580246913585,0.7058823529411765
email_44,ai_phish,38,6,6.333333333333333,7.58666666666667,0.868421052631579
email_440,ai_phish,79,6,13.166666666666666,13.93448051948052,0.7088607594936709
email_441,ai_phish,84,6,14.0,11.900975609756099,0.6904761904761905
email_443,ai_phish,88,6,14.666666666666666,12.50232558139535,0.6818181818181818
email_444,ai_phish,79,6,13.166666666666666,11.789025974025979,0.7341772151898734
email_445,ai_phish,72,5,14.4,14.481428571428577,0.75
email_446,ai_phish,76,6,12.666666666666666,11.384864864864863,0.6973684210526315
email_447,ai_phish,82,6,13.666666666666666,14.095000000000002,0.6829268292682927
email_448,ai_phish,83,6,13.833333333333334,11.526851851851855,0.7228915662650602
email_449,ai_phish,81,6,13.5,12.846265822784812,0.6790123456790124
email_45,ai_phish,47,7,6.714285714285714,7.58666666666667,0.7659574468085106
email_450,ai_phish,85,6,14.166666666666666,12.267650602409638,0.6705882352941176
email_451,ai_phish,83,6,13.833333333333334,12.692283950617288,0.6987951807228916
email_452,ai_phish,73,6,12.166666666666666,12.957394366197182,0.6712328767123288
email_453,ai_phish,83,6,13.833333333333334,12.400925925925925,0.5903614457831325
email_454,ai_phish,71,5,14.2,13.905043478260875,0.6901408450704225
email_456,ai_phish,85,6,14.166666666666666,9.28210843373494,0.6941176470588235
email_457,ai_phish,85,6,14.166666666666666,14.115843373493977,0.6235294117647059
email_458,ai_phish,78,6,13.0,11.086842105263155,0.6153846153846154
email_459,ai_phish,84,6,14.0,12.332682926829268,0.6190476190476191
email_46,ai_phish,40,7,5.714285714285714,6.626631578947368,0.825
email_460,ai_phish,81,6,13.5,12.099430379746838,0.6172839506172839
email_461,ai_phish,73,6,12.166666666666666,14.619366197183101,0.684931506849315
email_462,ai_phish,86,6,14.333333333333334,14.312857142857148,0.6627906976744186
email_463,ai_phish,79,6,13.166666666666666,11.942272727272734,0.5949367088607594
email_464,ai_phish,83,6,13.833333333333334,9.600512820512822,0.6144578313253012
email_465,ai_phish,79,6,13.166666666666666,13.321493506493507,0.6329113924050633
email_466,ai_phish,78,6,13.0,12.173684210526314,0.6025641025641025
email_467,ai_phish,82,6,13.666666666666666,11.440000000000001,0.6341463414634146
email_468,ai_phish,84,6,14.0,12.044878048780486,0.6071428571428571
email_469,ai_phish,86,5,17.2,11.050095238095238,0.6395348837209303
email_47,ai_phish,36,6,6.0,11.672058823529415,0.8055555555555556
email_470,ai_phish,80,6,13.333333333333334,12.626153846153848,0.7125
email_471,ai_phish,78,6,13.0,11.552631578947366,0.6410256410256411
email_472,ai_phish,83,6,13.833333333333334,12.10956790123457,0.6385542168674698
email_473,ai_phish,86,6,14.333333333333334,13.18904761904762,0.5930232558139535
email_474,ai_phish,122,6,20.333333333333332,13.450000000000003,0.5819672131147541
email_475,ai_phish,138,7,19.714285714285715,12.324891774891778,0.5362318840579711
email_476,ai_phish,124,7,17.714285714285715,12.872716627634663,0.5564516129032258
email_477,ai_phish,135,7,19.285714285714285,14.355338345864663,0.5407407407407407
email_478,ai_phish,131,6,21.833333333333332,15.937635658914726,0.5877862595419847
email_479,ai_phish,131,6,21.833333333333332,15.846162790697672,0.5877862595419847
email_48,ai_phish,41,6,6.833333333333333,9.08942307692308,0.7804878048780488
email_480,ai_phish,141,7,20.142857142857142,12.786434023991276,0.524822695035461
email_481,ai_phish,119,6,19.833333333333332,14.808162393162394,0.6218487394957983
email_482,ai_phish,118,6,19.666666666666668,15.346551724137932,0.576271186440678
email_483,ai_phish,109,6,18.166666666666668,16.013207547169817,0.6055045871559633
email_484,ai_phish,138,6,23.0,14.680882352941179,0.572463768115942
email_485,ai_phish,132,6,22.0,16.732307692307696,0.5606060606060606
email_486,ai_phish,143,7,20.428571428571427,13.645563909774438,0.5734265734265734
email_487,ai_phish,127,6,21.166666666666668,16.0406,0.6141732283464567
