email_id,label,word_count,char_count,subject_len,url_count,has_url,has_obfuscation,urgency_token_hits,urgency_phrase_hits,urgency_score,urgency_rate_per_100w,fear_loss_token_hits,fear_loss_phrase_hits,fear_loss_score,fear_loss_rate_per_100w,authority_token_hits,authority_phrase_hits,authority_score,authority_rate_per_100w,action_demand_token_hits,action_demand_phrase_hits,action_demand_score,action_demand_rate_per_100w,account_focus_token_hits,account_focus_phrase_hits,account_focus_score,account_focus_rate_per_100w,reward_gain_token_hits,reward_gain_phrase_hits,reward_gain_score,reward_gain_rate_per_100w
email_119,ai_phish,86,604,0,1,1,0,0,0,0,0.0,0,0,0,0.0,1,0,1,1.1627906976744187,4,0,4,4.651162790697675,6,0,6,6.976744186046512,0,0,0,0.0
email_12,ai_phish,149,1013,56,1,1,0,5,1,7,4.697986577181208,11,0,11,7.382550335570469,2,0,2,1.342281879194631,8,2,12,8.053691275167786,14,2,18,12.080536912751677,0,0,0,0.0
email_120,ai_phish,78,525,0,1,1,0,3,1,5,6.410256410256411,4,0,4,5.128205128205129,4,2,8,10.256410256410257,3,0,3,3.8461538461538463,6,0,6,7.6923076923076925,0,0,0,0.0
email_121,ai_phish,85,572,0,1,1,0,1,0,1,1.1764705882352942,7,0,7,8.235294117647058,0,0,0,0.0,5,1,7,8.235294117647058,5,0,5,5.882352941176471,1,0,1,1.1764705882352942
email_122,ai_phish,80,574,0,1,1,0,3,1,5,6.25,2,0,2,2.5,0,0,0,0.0,4,0,4,5.0,9,3,15,18.75,0,0,0,0.0
email_123,ai_phish,76,515,0,1,1,0,0,0,0,0.0,1,0,1,1.3157894736842106,3,0,3,3.9473684210526314,5,1,7,9.210526315789474,6,1,8,10.526315789473685,0,0,0,0.0
email_124,ai_phish,75,532,0,1,1,0,1,0,1,1.3333333333333333,1,0,1,1.3333333333333333,0,0,0,0.0,5,0,5,6.666666666666667,6,0,6,8.0,0,0,0,0.0
email_125,ai_phish,85,551,0,1,1,0,4,0,4,4.705882352941177,4,0,4,4.705882352941177,4,2,8,9.411764705882353,2,0,2,2.3529411764705883,6,0,6,7.0588235294117645,0,0,0,0.0
email_126,ai_phish,81,560,0,1,1,0,1,0,1,1.2345679012345678,4,1,6,7.407407407407407,0,0,0,0.0,3,1,5,6.172839506172839,7,1,9,11.11111111111111,0,0,0,0.0
email_127,ai_phish,79,560,0,1,1,0,4,3,10,12.658227848101266,2,0,2,2.5316455696202533,0,0,0,0.0,6,1,8,10.126582278481013,9,3,15,18.9873417721519,0,0,0,0.0
email_128,ai_phish,75,522,0,1,1,0,0,0,0,0.0,1,0,1,1.3333333333333333,2,0,2,2.6666666666666665,6,1,8,10.666666666666666,7,1,9,12.0,0,0,0,0.0
email_129,ai_phish,77,539,0,1,1,0,0,0,0,0.0,1,0,1,1.2987012987012987,0,0,0,0.0,4,0,4,5.194805194805195,6,0,6,7.792207792207792,0,0,0,0.0
email_13,ai_phish,154,990,62,1,1,0,9,6,21,13.636363636363637,3,1,5,3.2467532467532467,4,1,6,3.896103896103896,16,3,22,14.285714285714286,22,8,38,24.675324675324674,0,0,0,0.0
email_130,ai_phish,101,664,0,1,1,0,2,1,4,3.9603960396039604,8,0,8,7.920792079207921,0,0,0,0.0,5,0,5,4.9504950495049505,6,0,6,5.9405940594059405,0,0,0,0.0
email_131,ai_phish,83,597,0,1,1,0,2,0,2,2.4096385542168677,2,0,2,2.4096385542168677,0,0,0,0.0,3,0,3,3.6144578313253013,9,2,13,15.662650602409638,0,0,0,0.0
email_132,ai_phish,81,558,0,1,1,0,4,1,6,7.407407407407407,1,0,1,1.2345679012345678,2,0,2,2.4691358024691357,5,1,7,8.641975308641975,6,1,8,9.876543209876543,0,0,0,0.0
email_133,ai_phish,86,602,0,1,1,0,0,0,0,0.0,0,0,0,0.0,1,0,1,1.1627906976744187,4,0,4,4.651162790697675,6,0,6,6.976744186046512,0,0,0,0.0
email_134,ai_phish,82,530,0,1,1,0,2,0,2,2.4390243902439024,3,0,3,3.658536585365854,4,1,6,7.317073170731708,4,0,4,4.878048780487805,5,0,5,6.097560975609756,0,0,0,0.0
email_135,ai_phish,79,533,0,1,1,0,2,1,4,5.063291139240507,5,0,5,6.329113924050633,0,0,0,0.0,4,2,8,10.126582278481013,6,1,8,10.126582278481013,0,0,0,0.0
email_136,ai_phish,77,553,0,1,1,0,1,1,3,3.896103896103896,2,0,2,2.5974025974025974,0,0,0,0.0,5,0,5,6.4935064935064934,8,3,14,18.181818181818183,0,0,0,0.0
email_137,ai_phish,81,558,0,1,1,0,4,1,6,7.407407407407407,1,0,1,1.2345679012345678,2,0,2,2.4691358024691357,5,1,7,8.641975308641975,6,1,8,9.876543209876543,0,0,0,0.0
email_138,ai_phish,85,592,0,1,1,0,1,0,1,1.1764705882352942,0,0,0,0.0,1,0,1,1.1764705882352942,4,0,4,4.705882352941177,6,0,6,7.0588235294117645,0,0,0,0.0
email_139,ai_phish,85,550,0,1,1,0,4,2,8,9.411764705882353,4,0,4,4.705882352941177,4,2,8,9.411764705882353,6,1,8,9.411764705882353,4,0,4,4.705882352941177,0,0,0,0.0
email_14,ai_phish,158,1025,61,1,1,0,9,4,17,10.759493670886076,2,0,2,1.2658227848101267,5,0,5,3.1645569620253164,17,0,17,10.759493670886076,6,0,6,3.7974683544303796,0,0,0,0.0
email_140,ai_phish,82,551,0,1,1,0,1,0,1,1.2195121951219512,5,1,7,8.536585365853659,0,0,0,0.0,2,0,2,2.4390243902439024,5,1,7,8.536585365853659,0,0,0,0.0
email_141,ai_phish,75,541,0,1,1,0,1,0,1,1.3333333333333333,1,0,1,1.3333333333333333,0,0,0,0.0,6,1,8,10.666666666666666,6,1,8,10.666666666666666,0,0,0,0.0
email_142,ai_phish,80,559,0,1,1,0,2,0,2,2.5,1,0,1,1.25,2,0,2,2.5,3,1,5,6.25,6,1,8,10.0,0,0,0,0.0
email_143,ai_phish,89,592,0,1,1,0,0,0,0,0.0,0,0,0,0.0,1,0,1,1.1235955056179776,4,1,6,6.741573033707865,6,0,6,6.741573033707865,0,0,0,0.0
email_145,ai_phish,80,547,0,1,1,0,3,2,7,8.75,5,0,5,6.25,0,0,0,0.0,3,0,3,3.75,4,0,4,5.0,0,0,0,0.0
email_146,ai_phish,78,553,0,1,1,0,2,1,4,5.128205128205129,1,0,1,1.2820512820512822,0,0,0,0.0,6,2,10,12.820512820512821,7,1,9,11.538461538461538,0,0,0,0.0
email_147,ai_phish,81,541,0,1,1,0,4,0,4,4.938271604938271,1,0,1,1.2345679012345678,2,0,2,2.4691358024691357,5,1,7,8.641975308641975,7,1,9,11.11111111111111,0,0,0,0.0
email_148,ai_phish,82,557,0,1,1,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,6,1,8,9.75609756097561,5,0,5,6.097560975609756,0,0,0,0.0
email_149,ai_phish,78,520,0,1,1,0,5,3,11,14.102564102564102,4,0,4,5.128205128205129,4,1,6,7.6923076923076925,2,0,2,2.5641025641025643,4,0,4,5.128205128205129,0,0,0,0.0
email_15,ai_phish,141,931,52,1,1,0,5,0,5,3.5460992907801416,13,0,13,9.21985815602837,3,0,3,2.127659574468085,5,2,9,6.382978723404255,12,1,14,9.929078014184396,0,0,0,0.0
email_150,ai_phish,86,594,0,1,1,0,0,0,0,0.0,5,1,7,8.13953488372093,0,0,0,0.0,3,0,3,3.488372093023256,6,0,6,6.976744186046512,0,0,0,0.0
email_151,ai_phish,79,544,0,1,1,0,3,1,5,6.329113924050633,2,0,2,2.5316455696202533,0,0,0,0.0,5,2,9,11.39240506329114,7,1,9,11.39240506329114,0,0,0,0.0
email_152,ai_phish,84,576,0,1,1,0,5,1,7,8.333333333333334,1,0,1,1.1904761904761905,2,0,2,2.380952380952381,7,1,9,10.714285714285714,7,1,9,10.714285714285714,0,0,0,0.0
email_153,ai_phish,86,592,0,1,1,0,0,0,0,0.0,0,0,0,0.0,1,0,1,1.1627906976744187,4,0,4,4.651162790697675,6,0,6,6.976744186046512,0,0,0,0.0
email_155,ai_phish,81,543,0,1,1,0,0,0,0,0.0,6,0,6,7.407407407407407,0,0,0,0.0,2,0,2,2.4691358024691357,5,0,5,6.172839506172839,0,0,0,0.0
email_156,ai_phish,77,546,0,1,1,0,3,1,5,6.4935064935064934,1,0,1,1.2987012987012987,0,0,0,0.0,4,1,6,7.792207792207792,7,1,9,11.688311688311689,0,0,0,0.0
email_157,ai_phish,75,527,0,1,1,0,3,0,3,4.0,1,0,1,1.3333333333333333,2,0,2,2.6666666666666665,4,1,6,8.0,7,1,9,12.0,0,0,0,0.0
email_158,ai_phish,79,558,0,1,1,0,1,0,1,1.2658227848101267,0,0,0,0.0,1,0,1,1.2658227848101267,4,0,4,5.063291139240507,4,0,4,5.063291139240507,0,0,0,0.0
email_159,ai_phish,80,531,0,1,1,0,4,3,10,12.5,4,0,4,5.0,4,1,6,7.5,3,0,3,3.75,4,0,4,5.0,0,0,0,0.0
email_16,ai_phish,143,942,62,1,1,0,10,3,16,11.188811188811188,5,1,7,4.895104895104895,3,1,5,3.4965034965034967,7,3,13,9.090909090909092,15,5,25,17.482517482517483,0,0,0,0.0
email_160,ai_phish,80,551,0,1,1,0,1,0,1,1.25,4,0,4,5.0,0,0,0,0.0,4,0,4,5.0,5,1,7,8.75,0,0,0,0.0
email_161,ai_phish,81,559,0,1,1,0,2,0,2,2.4691358024691357,2,0,2,2.4691358024691357,0,0,0,0.0,6,2,10,12.345679012345679,8,1,10,12.345679012345679,0,0,0,0.0
email_162,ai_phish,81,546,0,1,1,0,3,0,3,3.7037037037037037,1,0,1,1.2345679012345678,2,0,2,2.4691358024691357,4,1,6,7.407407407407407,7,1,9,11.11111111111111,0,0,0,0.0
email_163,ai_phish,89,604,0,1,1,0,0,0,0,0.0,0,0,0,0.0,1,0,1,1.1235955056179776,4,0,4,4.49438202247191,6,0,6,6.741573033707865,0,0,0,0.0
email_165,ai_phish,81,559,0,1,1,0,3,2,7,8.641975308641975,5,1,7,8.641975308641975,0,0,0,0.0,3,0,3,3.7037037037037037,4,0,4,4.938271604938271,0,0,0,0.0
email_166,ai_phish,78,553,0,1,1,0,2,1,4,5.128205128205129,1,0,1,1.2820512820512822,0,0,0,0.0,6,2,10,12.820512820512821,7,1,9,11.538461538461538,0,0,0,0.0
email_167,ai_phish,81,543,0,1,1,0,4,0,4,4.938271604938271,1,0,1,1.2345679012345678,2,0,2,2.4691358024691357,5,1,7,8.641975308641975,7,1,9,11.11111111111111,0,0,0,0.0
email_168,ai_phish,80,555,0,1,1,0,0,0,0,0.0,0,0,0,0.0,1,0,1,1.25,4,1,6,7.5,5,0,5,6.25,0,0,0,0.0
email_17,ai_phish,148,949,49,1,1,0,10,3,16,10.81081081081081,3,1,5,3.3783783783783785,4,2,8,5.405405405405405,17,3,23,15.54054054054054,20,7,34,22.972972972972972,0,0,0,0.0
email_170,ai_phish,87,593,0,1,1,0,0,0,0,0.0,5,1,7,8.045977011494253,0,0,0,0.0,3,0,3,3.4482758620689653,6,0,6,6.896551724137931,0,0,0,0.0
email_171,ai_phish,77,540,0,1,1,0,3,0,3,3.896103896103896,2,0,2,2.5974025974025974,0,0,0,0.0,3,2,7,9.090909090909092,7,1,9,11.688311688311689,0,0,0,0.0
email_172,ai_phish,84,576,0,1,1,0,5,1,7,8.333333333333334,1,0,1,1.1904761904761905,2,0,2,2.380952380952381,7,1,9,10.714285714285714,7,1,9,10.714285714285714,0,0,0,0.0
email_173,ai_phish,86,594,0,1,1,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5,0,5,5.813953488372093,6,0,6,6.976744186046512,0,0,0,0.0
email_175,ai_phish,80,547,0,1,1,0,0,0,0,0.0,7,0,7,8.75,0,0,0,0.0,2,0,2,2.5,5,0,5,6.25,0,0,0,0.0
email_176,ai_phish,78,552,0,1,1,0,2,1,4,5.128205128205129,1,0,1,1.2820512820512822,0,0,0,0.0,6,2,10,12.820512820512821,7,1,9,11.538461538461538,0,0,0,0.0
email_177,ai_phish,75,527,0,1,1,0,3,0,3,4.0,1,0,1,1.3333333333333333,2,0,2,2.6666666666666665,4,1,6,8.0,7,1,9,12.0,0,0,0,0.0
email_178,ai_phish,81,554,0,1,1,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5,0,5,6.172839506172839,5,0,5,6.172839506172839,0,0,0,0.0
email_179,ai_phish,80,532,0,1,1,0,5,3,11,13.75,4,0,4,5.0,4,1,6,7.5,3,0,3,3.75,4,0,4,5.0,0,0,0,0.0
email_18,ai_phish,141,941,65,1,1,0,7,4,15,10.638297872340425,4,0,4,2.8368794326241136,3,1,5,3.5460992907801416,9,3,15,10.638297872340425,15,4,23,16.31205673758865,0,0,0,0.0
email_180,ai_phish,80,552,0,1,1,0,1,0,1,1.25,4,0,4,5.0,0,0,0,0.0,4,0,4,5.0,5,1,7,8.75,0,0,0,0.0
email_181,ai_phish,81,559,0,1,1,0,2,0,2,2.4691358024691357,2,0,2,2.4691358024691357,0,0,0,0.0,6,2,10,12.345679012345679,8,1,10,12.345679012345679,0,0,0,0.0
email_182,ai_phish,81,546,0,1,1,0,3,0,3,3.7037037037037037,1,0,1,1.2345679012345678,2,0,2,2.4691358024691357,4,1,6,7.407407407407407,7,1,9,11.11111111111111,0,0,0,0.0
email_183,ai_phish,89,604,0,1,1,0,0,0,0,0.0,0,0,0,0.0,1,0,1,1.1235955056179776,4,0,4,4.49438202247191,6,0,6,6.741573033707865,0,0,0,0.0
email_185,ai_phish,81,559,0,1,1,0,3,2,7,8.641975308641975,5,1,7,8.641975308641975,0,0,0,0.0,3,0,3,3.7037037037037037,4,0,4,4.938271604938271,0,0,0,0.0
email_186,ai_phish,78,553,0,1,1,0,2,1,4,5.128205128205129,1,0,1,1.2820512820512822,0,0,0,0.0,6,2,10,12.820512820512821,7,1,9,11.538461538461538,0,0,0,0.0
email_187,ai_phish,81,543,0,1,1,0,4,0,4,4.938271604938271,1,0,1,1.2345679012345678,2,0,2,2.4691358024691357,5,1,7,8.641975308641975,7,1,9,11.11111111111111,0,0,0,0.0
email_188,ai_phish,82,559,0,1,1,0,0,0,0,0.0,0,0,0,0.0,1,0,1,1.2195121951219512,5,1,7,8.536585365853659,5,0,5,6.097560975609756,0,0,0,0.0
email_19,ai_phish,134,900,49,1,1,0,5,0,5,3.7313432835820897,10,1,12,8.955223880597014,3,0,3,2.2388059701492535,5,2,9,6.7164179104477615,12,2,16,11.940298507462687,0,0,0,0.0
email_190,ai_phish,93,674,0,1,1,1,3,1,5,5.376344086021505,7,1,9,9.67741935483871,0,0,0,0.0,4,0,4,4.301075268817204,4,1,6,6.451612903225806,0,0,0,0.0
email_191,ai_phish,91,606,0,1,1,1,2,0,2,2.197802197802198,1,0,1,1.098901098901099,0,0,0,0.0,9,0,9,9.89010989010989,7,0,7,7.6923076923076925,1,0,1,1.098901098901099
email_192,ai_phish,90,623,0,1,1,1,2,0,2,2.2222222222222223,2,0,2,2.2222222222222223,2,0,2,2.2222222222222223,5,1,7,7.777777777777778,7,1,9,10.0,0,0,0,0.0
email_193,ai_phish,92,628,0,1,1,1,3,0,3,3.260869565217391,0,0,0,0.0,1,0,1,1.0869565217391304,5,0,5,5.434782608695652,6,0,6,6.521739130434782,0,0,0,0.0
email_195,ai_phish,93,642,0,1,1,1,2,1,4,4.301075268817204,5,1,7,7.526881720430108,0,0,0,0.0,3,0,3,3.225806451612903,3,0,3,3.225806451612903,0,0,0,0.0
email_196,ai_phish,87,637,0,1,1,1,3,1,5,5.747126436781609,1,0,1,1.1494252873563218,0,0,0,0.0,6,1,8,9.195402298850574,7,1,9,10.344827586206897,0,0,0,0.0
email_197,ai_phish,93,627,0,1,1,1,2,0,2,2.150537634408602,2,0,2,2.150537634408602,2,0,2,2.150537634408602,4,1,6,6.451612903225806,6,1,8,8.602150537634408,0,0,0,0.0
email_198,ai_phish,91,625,0,1,1,1,3,1,5,5.4945054945054945,0,0,0,0.0,0,0,0,0.0,5,0,5,5.4945054945054945,5,0,5,5.4945054945054945,0,0,0,0.0
email_2,ai_phish,145,927,43,1,1,0,6,0,6,4.137931034482759,11,1,13,8.96551724137931,3,1,5,3.4482758620689653,10,2,14,9.655172413793103,11,1,13,8.96551724137931,0,0,0,0.0
email_20,ai_phish,148,944,62,1,1,0,10,3,16,10.81081081081081,3,0,3,2.027027027027027,2,0,2,1.3513513513513513,10,1,12,8.108108108108109,10,0,10,6.756756756756757,0,0,0,0.0
email_200,ai_phish,88,613,0,1,1,1,0,0,0,0.0,4,0,4,4.545454545454546,0,0,0,0.0,4,1,6,6.818181818181818,5,0,5,5.681818181818182,0,0,0,0.0
email_201,ai_phish,85,594,0,1,1,1,0,0,0,0.0,1,0,1,1.1764705882352942,0,0,0,0.0,8,1,10,11.764705882352942,8,2,12,14.117647058823529,1,0,1,1.1764705882352942
email_202,ai_phish,92,634,0,1,1,1,4,0,4,4.3478260869565215,2,0,2,2.1739130434782608,2,0,2,2.1739130434782608,6,1,8,8.695652173913043,6,1,8,8.695652173913043,0,0,0,0.0
email_203,ai_phish,90,619,0,1,1,1,3,0,3,3.3333333333333335,0,0,0,0.0,1,0,1,1.1111111111111112,5,0,5,5.555555555555555,6,0,6,6.666666666666667,1,0,1,1.1111111111111112
email_205,ai_phish,93,649,0,1,1,1,2,1,4,4.301075268817204,5,1,7,7.526881720430108,0,0,0,0.0,3,0,3,3.225806451612903,3,0,3,3.225806451612903,0,0,0,0.0
email_206,ai_phish,87,640,0,1,1,1,3,1,5,5.747126436781609,1,0,1,1.1494252873563218,0,0,0,0.0,6,1,8,9.195402298850574,7,1,9,10.344827586206897,0,0,0,0.0
email_207,ai_phish,93,631,0,1,1,1,2,0,2,2.150537634408602,2,0,2,2.150537634408602,2,0,2,2.150537634408602,4,1,6,6.451612903225806,6,1,8,8.602150537634408,0,0,0,0.0
email_208,ai_phish,91,626,0,1,1,1,3,1,5,5.4945054945054945,0,0,0,0.0,0,0,0,0.0,5,0,5,5.4945054945054945,5,0,5,5.4945054945054945,0,0,0,0.0
email_21,ai_phish,142,953,64,1,1,0,9,3,15,10.56338028169014,10,0,10,7.042253521126761,3,1,5,3.5211267605633805,6,2,10,7.042253521126761,11,1,13,9.154929577464788,0,0,0,0.0
email_210,ai_phish,89,659,0,1,1,0,3,1,5,5.617977528089888,6,0,6,6.741573033707865,0,0,0,0.0,5,0,5,5.617977528089888,5,0,5,5.617977528089888,1,0,1,1.1235955056179776
email_211,ai_phish,89,627,0,1,1,0,1,0,1,1.1235955056179776,1,0,1,1.1235955056179776,0,0,0,0.0,7,0,7,7.865168539325842,8,1,10,11.235955056179776,0,0,0,0.0
email_212,ai_phish,90,634,0,1,1,0,2,0,2,2.2222222222222223,3,0,3,3.3333333333333335,2,0,2,2.2222222222222223,7,1,9,10.0,7,1,9,10.0,0,0,0,0.0
email_213,ai_phish,93,646,0,1,1,0,2,0,2,2.150537634408602,0,0,0,0.0,1,0,1,1.075268817204301,6,0,6,6.451612903225806,7,0,7,7.526881720430108,1,0,1,1.075268817204301
email_215,ai_phish,89,656,0,1,1,0,2,2,6,6.741573033707865,5,0,5,5.617977528089888,0,0,0,0.0,3,0,3,3.3707865168539324,3,0,3,3.3707865168539324,0,0,0,0.0
email_216,ai_phish,82,627,0,1,1,0,2,1,4,4.878048780487805,1,0,1,1.2195121951219512,0,0,0,0.0,4,1,6,7.317073170731708,7,1,9,10.975609756097562,0,0,0,0.0
email_217,ai_phish,87,592,0,1,1,0,2,0,2,2.2988505747126435,2,0,2,2.2988505747126435,2,0,2,2.2988505747126435,6,1,8,9.195402298850574,6,1,8,9.195402298850574,0,0,0,0.0
email_218,ai_phish,93,651,0,1,1,0,2,0,2,2.150537634408602,0,0,0,0.0,1,0,1,1.075268817204301,7,0,7,7.526881720430108,6,0,6,6.451612903225806,0,0,0,0.0
email_22,ai_phish,150,962,59,1,1,0,9,6,21,14.0,4,1,6,4.0,4,1,6,4.0,14,2,18,12.0,20,7,34,22.666666666666668,0,0,0,0.0
email_220,ai_phish,87,649,0,1,1,0,2,0,2,2.2988505747126435,6,1,8,9.195402298850574,0,0,0,0.0,4,0,4,4.597701149425287,5,1,7,8.045977011494253,1,0,1,1.1494252873563218
email_221,ai_phish,89,627,0,1,1,0,1,0,1,1.1235955056179776,1,0,1,1.1235955056179776,0,0,0,0.0,7,0,7,7.865168539325842,8,1,10,11.235955056179776,0,0,0,0.0
email_222,ai_phish,90,634,0,1,1,0,2,0,2,2.2222222222222223,3,0,3,3.3333333333333335,2,0,2,2.2222222222222223,7,1,9,10.0,7,1,9,10.0,0,0,0,0.0
email_223,ai_phish,93,646,0,1,1,0,2,0,2,2.150537634408602,0,0,0,0.0,1,0,1,1.075268817204301,6,0,6,6.451612903225806,7,0,7,7.526881720430108,1,0,1,1.075268817204301
email_225,ai_phish,89,656,0,1,1,0,2,2,6,6.741573033707865,5,0,5,5.617977528089888,0,0,0,0.0,3,0,3,3.3707865168539324,3,0,3,3.3707865168539324,0,0,0,0.0
email_226,ai_phish,82,627,0,1,1,0,2,1,4,4.878048780487805,1,0,1,1.2195121951219512,0,0,0,0.0,4,1,6,7.317073170731708,7,1,9,10.975609756097562,0,0,0,0.0
email_227,ai_phish,87,592,0,1,1,0,2,0,2,2.2988505747126435,2,0,2,2.2988505747126435,2,0,2,2.2988505747126435,6,1,8,9.195402298850574,6,1,8,9.195402298850574,0,0,0,0.0
email_228,ai_phish,93,651,0,1,1,0,2,0,2,2.150537634408602,0,0,0,0.0,1,0,1,1.075268817204301,7,0,7,7.526881720430108,6,0,6,6.451612903225806,0,0,0,0.0
email_23,ai_phish,150,995,64,1,1,0,9,2,13,8.666666666666666,4,0,4,2.6666666666666665,3,1,5,3.3333333333333335,11,3,17,11.333333333333334,17,6,29,19.333333333333332,0,0,0,0.0
email_230,ai_phish,87,649,0,1,1,0,2,0,2,2.2988505747126435,6,1,8,9.195402298850574,0,0,0,0.0,4,0,4,4.597701149425287,5,1,7,8.045977011494253,1,0,1,1.1494252873563218
email_231,ai_phish,89,627,0,1,1,0,1,0,1,1.1235955056179776,1,0,1,1.1235955056179776,0,0,0,0.0,7,0,7,7.865168539325842,8,1,10,11.235955056179776,0,0,0,0.0
email_232,ai_phish,90,634,0,1,1,0,2,0,2,2.2222222222222223,3,0,3,3.3333333333333335,2,0,2,2.2222222222222223,7,1,9,10.0,7,1,9,10.0,0,0,0,0.0
email_233,ai_phish,93,646,0,1,1,0,2,0,2,2.150537634408602,0,0,0,0.0,1,0,1,1.075268817204301,6,0,6,6.451612903225806,7,0,7,7.526881720430108,1,0,1,1.075268817204301
