email_id,label,topic_id
email_477,ai_phish,5
email_478,ai_phish,0
email_479,ai_phish,0
email_48,ai_phish,6
email_480,ai_phish,2
email_481,ai_phish,4
email_482,ai_phish,2
email_483,ai_phish,7
email_484,ai_phish,0
email_485,ai_phish,0
email_486,ai_phish,2
email_487,ai_phish,3
email_488,ai_phish,4
email_489,ai_phish,0
email_49,ai_phish,6
email_490,ai_phish,2
email_491,ai_phish,0
email_492,ai_phish,4
email_493,ai_phish,0
email_494,ai_phish,2
email_495,ai_phish,4
email_496,ai_phish,7
email_497,ai_phish,0
email_498,ai_phish,7
email_499,ai_phish,2
email_5,ai_phish,6
email_50,ai_phish,7
email_500,ai_phish,4
email_501,ai_phish,4
email_502,ai_phish,0
email_503,ai_phish,2
email_504,ai_phish,0
email_505,ai_phish,0
email_506,ai_phish,2
email_507,ai_phish,4
email_508,ai_phish,7
email_509,ai_phish,0
email_51,ai_phish,6
email_510,ai_phish,2
email_511,ai_phish,1
email_512,ai_phish,7
email_513,ai_phish,0
email_514,ai_phish,7
email_515,ai_phish,2
email_516,ai_phish,4
email_517,ai_phish,7
email_518,ai_phish,0
email_519,ai_phish,2
email_52,ai_phish,6
email_520,ai_phish,0
email_521,ai_phish,0
email_522,ai_phish,0
email_523,ai_phish,2
email_524,ai_phish,0
email_525,ai_phish,0
email_526,ai_phish,2
email_527,ai_phish,4
email_528,ai_phish,7
email_529,ai_phish,0
email_53,ai_phish,6
email_530,ai_phish,2
email_531,ai_phish,0
email_532,ai_phish,0
email_533,ai_phish,2
email_534,ai_phish,0
email_535,ai_phish,0
email_536,ai_phish,2
email_537,ai_phish,4
email_538,ai_phish,7
email_539,ai_phish,0
email_54,ai_phish,6
email_540,ai_phish,2
email_541,ai_phish,0
email_542,ai_phish,0
email_543,ai_phish,2
email_544,ai_phish,4
email_545,ai_phish,0
email_546,ai_phish,2
email_547,ai_phish,4
email_548,ai_phish,7
email_549,ai_phish,2
email_55,ai_phish,4
email_550,ai_phish,6
email_551,ai_phish,2
email_552,ai_phish,1
email_553,ai_phish,0
email_554,ai_phish,4
email_555,ai_phish,5
email_556,ai_phish,0
email_557,ai_phish,0
email_558,ai_phish,0
email_559,ai_phish,1
email_56,ai_phish,6
email_560,ai_phish,6
email_561,ai_phish,2
email_562,ai_phish,4
email_563,ai_phish,5
email_565,ai_phish,3
email_566,ai_phish,4
email_567,ai_phish,2
email_568,ai_phish,5
email_569,ai_phish,4
email_57,ai_phish,7
email_570,ai_phish,2
email_571,ai_phish,5
email_572,ai_phish,5
email_573,ai_phish,1
email_574,ai_phish,4
email_575,ai_phish,3
email_576,ai_phish,5
email_578,ai_phish,2
email_579,ai_phish,4
email_58,ai_phish,6
email_580,ai_phish,0
email_581,ai_phish,0
email_582,ai_phish,0
email_583,ai_phish,0
email_584,ai_phish,6
email_585,ai_phish,2
email_586,ai_phish,5
email_587,ai_phish,1
email_588,ai_phish,4
email_589,ai_phish,3
email_59,ai_phish,6
email_590,ai_phish,5
email_591,ai_phish,1
email_592,ai_phish,5
email_594,ai_phish,2
email_595,ai_phish,5
email_596,ai_phish,6
email_597,ai_phish,2
email_598,ai_phish,4
email_599,ai_phish,5
email_6,ai_phish,6
email_60,ai_phish,6
email_600,ai_phish,1
email_601,ai_phish,4
email_602,ai_phish,3
email_603,ai_phish,5
email_604,ai_phish,3
email_605,ai_phish,0
email_606,ai_phish,0
email_607,ai_phish,0
email_608,ai_phish,0
email_609,ai_phish,4
email_61,ai_phish,4
email_610,ai_phish,2
email_611,ai_phish,0
email_612,ai_phish,0
email_613,ai_phish,4
email_614,ai_phish,5
email_615,ai_phish,2
email_616,ai_phish,5
email_617,ai_phish,1
email_618,ai_phish,4
email_619,ai_phish,3
email_62,ai_phish,6
email_621,ai_phish,1
email_622,ai_phish,5
email_623,ai_phish,4
email_624,ai_phish,2
email_625,ai_phish,1
email_626,ai_phish,5
email_627,ai_phish,1
email_628,ai_phish,5
email_629,ai_phish,2
email_63,ai_phish,7
email_630,ai_phish,5
email_631,ai_phish,1
email_632,ai_phish,4
email_633,ai_phish,3
email_634,ai_phish,0
email_635,ai_phish,2
email_636,ai_phish,3
email_637,ai_phish,4
email_638,ai_phish,0
email_639,ai_phish,0
email_64,ai_phish,4
email_640,ai_phish,0
email_641,ai_phish,4
email_642,ai_phish,0
email_643,ai_phish,4
email_644,ai_phish,5
email_645,ai_phish,2
email_646,ai_phish,5
email_647,ai_phish,1
email_648,ai_phish,4
email_649,ai_phish,3
email_65,ai_phish,6
email_650,ai_phish,4
email_651,ai_phish,2
email_652,ai_phish,1
email_653,ai_phish,5
email_654,ai_phish,1
email_655,ai_phish,5
email_656,ai_phish,2
email_657,ai_phish,5
email_658,ai_phish,1
email_659,ai_phish,4
email_66,ai_phish,6
email_660,ai_phish,3
email_661,ai_phish,4
email_662,ai_phish,0
email_663,ai_phish,4
email_664,ai_phish,0
email_665,ai_phish,0
email_666,ai_phish,0
email_667,ai_phish,2
email_668,ai_phish,1
email_669,ai_phish,5
email_67,ai_phish,4
email_670,ai_phish,1
email_671,ai_phish,5
email_672,ai_phish,2
email_673,ai_phish,5
email_674,ai_phish,1
email_675,ai_phish,4
email_676,ai_phish,3
email_677,ai_phish,4
email_678,ai_phish,2
email_679,ai_phish,0
email_68,ai_phish,7
email_680,ai_phish,0
email_681,ai_phish,0
email_682,ai_phish,0
email_683,ai_phish,0
email_684,ai_phish,1
email_685,ai_phish,5
email_686,ai_phish,1
email_687,ai_phish,5
email_688,ai_phish,2
email_689,ai_phish,5
email_69,ai_phish,6
email_690,ai_phish,1
email_691,ai_phish,4
email_692,ai_phish,3
email_693,ai_phish,4
email_694,ai_phish,2
email_695,ai_phish,1
email_696,ai_phish,5
email_697,ai_phish,1
email_698,ai_phish,5
email_699,ai_phish,2
email_7,ai_phish,6
email_70,ai_phish,6
email_700,ai_phish,5
email_701,ai_phish,1
email_702,ai_phish,4
email_703,ai_phish,3
email_704,ai_phish,0
email_705,ai_phish,0
email_706,ai_phish,4
email_707,ai_phish,0
email_708,ai_phish,0
email_709,ai_phish,0
email_71,ai_phish,6
email_710,ai_phish,0
email_711,ai_phish,3
email_712,ai_phish,0
email_713,ai_phish,0
email_714,ai_phish,0
email_715,ai_phish,3
email_716,ai_phish,0
email_717,ai_phish,4
email_718,ai_phish,0
email_719,ai_phish,0
email_72,ai_phish,6
email_720,ai_phish,0
email_721,ai_phish,0
email_722,ai_phish,0
email_723,ai_phish,0
email_724,ai_phish,3
email_725,ai_phish,0
email_726,ai_phish,0
email_727,ai_phish,0
email_728,ai_phish,3
email_729,ai_phish,0
email_73,ai_phish,7
email_730,ai_phish,4
email_731,ai_phish,0
email_732,ai_phish,0
email_733,ai_phish,0
email_734,ai_phish,0
email_735,ai_phish,0
email_736,ai_phish,5
email_737,ai_phish,3
email_738,ai_phish,3
email_739,ai_phish,0
email_74,ai_phish,4
email_740,ai_phish,0
email_741,ai_phish,0
email_742,ai_phish,3
email_743,ai_phish,5
email_744,ai_phish,0
email_745,ai_phish,3
email_746,ai_phish,5
email_747,ai_phish,3
email_748,ai_phish,0
email_749,ai_phish,2
email_75,ai_phish,6
email_750,ai_phish,3
email_751,ai_phish,3
email_752,ai_phish,0
email_753,ai_phish,0
email_754,ai_phish,3
email_755,ai_phish,5
email_756,ai_phish,0
email_757,ai_phish,3
email_758,ai_phish,5
email_759,ai_phish,3
email_76,ai_phish,6
email_760,ai_phish,0
email_761,ai_phish,2
email_762,ai_phish,3
email_763,ai_phish,3
email_764,ai_phish,3
email_765,ai_phish,5
email_766,ai_phish,0
email_767,ai_phish,5
email_768,ai_phish,3
email_769,ai_phish,0
email_77,ai_phish,7
email_770,ai_phish,3
email_771,ai_phish,0
email_772,ai_phish,5
email_773,ai_phish,3
email_774,ai_phish,3
email_775,ai_phish,0
email_776,ai_phish,3
email_777,ai_phish,0
email_778,ai_phish,0
email_779,ai_phish,0
email_78,ai_phish,1
email_780,ai_phish,2
email_781,ai_phish,3
email_782,ai_phish,1
email_783,ai_phish,0
email_784,ai_phish,3
email_785,ai_phish,5
email_786,ai_phish,5
email_787,ai_phish,1
email_788,ai_phish,2
email_789,ai_phish,5
email_79,ai_phish,2
email_790,ai_phish,3
email_791,ai_phish,0
email_792,ai_phish,2
email_793,ai_phish,3
email_794,ai_phish,1
email_795,ai_phish,0
email_796,ai_phish,3
email_797,ai_phish,5
email_798,ai_phish,5
email_799,ai_phish,1
email_8,ai_phish,6
email_80,ai_phish,6
email_800,ai_phish,2
email_801,ai_phish,5
email_802,ai_phish,3
email_803,ai_phish,0
email_804,ai_phish,2
email_805,ai_phish,3
email_806,ai_phish,1
email_807,ai_phish,0
email_808,ai_phish,3
email_809,ai_phish,0
email_81,ai_phish,6
email_810,ai_phish,5
email_811,ai_phish,3
email_812,ai_phish,0
email_813,ai_phish,3
email_814,ai_phish,0
email_815,ai_phish,3
email_816,ai_phish,5
email_817,ai_phish,5
email_818,ai_phish,1
email_819,ai_phish,2
email_82,ai_phish,7
email_820,ai_phish,5
email_821,ai_phish,3
email_822,ai_phish,0
email_823,ai_phish,2
email_824,ai_phish,3
email_825,ai_phish,1
email_826,ai_phish,0
email_827,ai_phish,3
email_828,ai_phish,5
email_829,ai_phish,5
email_83,ai_phish,1
email_830,ai_phish,1
email_831,ai_phish,2
email_832,ai_phish,5
email_833,ai_phish,3
email_834,ai_phish,0
email_835,ai_phish,2
email_836,ai_phish,3
email_837,ai_phish,0
email_838,ai_phish,0
email_839,ai_phish,0
email_84,ai_phish,2
email_840,ai_phish,0
email_841,ai_phish,3
email_842,ai_phish,3
email_843,ai_phish,3
email_844,ai_phish,3
email_845,ai_phish,1
email_846,ai_phish,0
email_847,ai_phish,3
email_848,ai_phish,5
email_849,ai_phish,5
email_85,ai_phish,6
email_850,ai_phish,1
email_851,ai_phish,2
email_852,ai_phish,5
email_853,ai_phish,3
email_854,ai_phish,0
email_855,ai_phish,2
email_856,ai_phish,3
email_857,ai_phish,1
email_858,ai_phish,0
email_859,ai_phish,3
email_86,ai_phish,6
email_860,ai_phish,5
email_861,ai_phish,5
email_862,ai_phish,1
email_863,ai_phish,2
email_864,ai_phish,0
email_865,ai_phish,0
email_866,ai_phish,0
email_867,ai_phish,0
email_868,ai_phish,0
email_869,ai_phish,0
email_87,ai_phish,7
email_870,ai_phish,5
email_871,ai_phish,3
email_872,ai_phish,0
email_873,ai_phish,3
email_874,ai_phish,0
email_875,ai_phish,0
email_876,ai_phish,0
email_877,ai_phish,3
email_878,ai_phish,5
email_879,ai_phish,3
email_88,ai_phish,1
email_880,ai_phish,0
email_881,ai_phish,2
email_882,ai_phish,3
email_883,ai_phish,3
email_884,ai_phish,0
email_885,ai_phish,5
email_886,ai_phish,3
email_887,ai_phish,0
email_888,ai_phish,0
email_889,ai_phish,3
email_89,ai_phish,2
email_890,ai_phish,5
email_891,ai_phish,3
email_892,ai_phish,0
email_893,ai_phish,2
email_894,ai_phish,5
email_895,ai_phish,3
email_896,ai_phish,0
email_897,ai_phish,3
email_898,ai_phish,3
email_899,ai_phish,0
email_9,ai_phish,6
email_90,ai_phish,6
email_900,ai_phish,0
email_901,ai_phish,0
email_902,ai_phish,0
email_903,ai_phish,0
email_904,ai_phish,5
email_905,ai_phish,5
email_906,ai_phish,3
email_907,ai_phish,0
email_908,ai_phish,5
email_909,ai_phish,0
email_91,ai_phish,6
email_910,ai_phish,0
email_911,ai_phish,0
email_912,ai_phish,3
email_913,ai_phish,5
email_914,ai_phish,3
email_915,ai_phish,0
email_916,ai_phish,0
email_917,ai_phish,5
email_918,ai_phish,3
email_919,ai_phish,0
email_92,ai_phish,7
email_920,ai_phish,5
email_921,ai_phish,3
email_922,ai_phish,3
email_923,ai_phish,0
email_924,ai_phish,3
email_925,ai_phish,5
email_926,ai_phish,3
email_927,ai_phish,0
email_928,ai_phish,0
email_93,ai_phish,1
email_94,ai_phish,2
email_95,ai_phish,6
email_96,ai_phish,6
email_97,ai_phish,7
email_98,ai_phish,1
email_99,ai_phish,2
